"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"45";"JSM523";"Sociální politika";"Čabanová";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kvsp"
"46";"JSM523";"Sociální politika";"Čabanová";;"5";"4";"4";"4";"4";NULL;NULL;NULL;"1";"5";"3";"4";"5";;;"kvsp"
"47";"JSM523";"Sociální politika";"Čabanová";;"4";"4";"5";"3";"4";NULL;NULL;NULL;"1";"5";"4";"4";"5";;;"kvsp"
"48";"JSM523";"Sociální politika";"Čabanová";;"5";"3";"5";"5";"5";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;"kvsp"
"49";"JSM523";"Sociální politika";"Čabanová";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"4";"5";;;"kvsp"
"50";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"4";"3";"4";"4";NULL;NULL;NULL;NULL;"5";"2";"3";"3";"výborné obsažné prezentace";"hlasitější přednes, častější pauzy";"kvsp"
"51";"JSM522";"Základy veřejné ekonomiky";"Háva";;"3";"3";"3";"4";"3";NULL;NULL;NULL;"1";"2";"3";"3";"3";"výklad praktických zkušeností";;"kvsp"
"52";"JSM522";"Základy veřejné ekonomiky";"Háva";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";;;"kvsp"
"53";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"5";"4";"5";"4";NULL;NULL;NULL;"1";"4";"4";"5";"5";;;"kvsp"
"54";"JSM522";"Základy veřejné ekonomiky";"Háva";;"5";"3";"5";NULL;"5";NULL;NULL;NULL;NULL;"5";"5";NULL;"5";;;"kvsp"
"55";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"4";"4";"5";"3";NULL;NULL;NULL;"1";"4";"3";"4";"4";;"Zvětšit hodinovou dotaci kurzu (dvě setkání za semestr - krátká doba pro zvládnutí obsahu kurzu).";"kvsp"
"56";"JSM522";"Základy veřejné ekonomiky";"Háva";;"3";"3";"2";"3";"1";NULL;NULL;NULL;"1";"2";"2";"2";"2";;;"kvsp"
"57";"JSM522";"Základy veřejné ekonomiky";"Háva";;"3";"5";"4";"3";"2";NULL;NULL;NULL;"1";"3";"3";"3";"3";"přednášky v el. podobě";"více pohledů, konkrétní úkoly, srozumitelnější (praktičtější) přednes";"kvsp"
"58";"JSM522";"Základy veřejné ekonomiky";"Háva";;NULL;"5";"4";"4";"3";NULL;NULL;NULL;"1";"3";"1";"3";"3";;"více praktických informací, více příkladů ze života";"kvsp"
"59";"JSM522";"Základy veřejné ekonomiky";"Háva";;"3";"5";"3";"3";"2";NULL;NULL;NULL;"1";"2";"3";"2";"2";;;"kvsp"
"60";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"2";"4";"5";"4";NULL;NULL;NULL;"1";"4";"3";"3";"4";"vstřícný přístup přednášejícího";;"kvsp"
"61";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"1";"3";"4";"4";"5";;"více praktických příkladů";"kvsp"
"62";"JSM522";"Základy veřejné ekonomiky";"Háva";;"3";"2";"3";"4";"3";NULL;NULL;NULL;"1";"2";"3";"2";"3";;"málo názorný; přemíra politických preferencí přednášejícího";"kvsp"
"63";"JSM522";"Základy veřejné ekonomiky";"Háva";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"1";"3";"5";;;"kvsp"
"64";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"1";"3";"3";"3";"4";"vyučující";"více hodin k přednáškám vzhledem k rozsahu problematiky";"kvsp"
"65";"JSM522";"Základy veřejné ekonomiky";"Háva";;"3";"3";"3";"5";"3";NULL;NULL;NULL;"5";"5";"3";"5";"4";;;"kvsp"
"66";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"3";"4";"5";"3";NULL;NULL;NULL;"1";NULL;"3";NULL;"4";;;"kvsp"
"67";"JSM522";"Základy veřejné ekonomiky";"Háva";;NULL;"4";"4";"5";"3";NULL;NULL;NULL;"1";"5";"4";NULL;"3";;;"kvsp"
"68";"JSM522";"Základy veřejné ekonomiky";"Háva";;"5";"4";"5";NULL;"4";NULL;NULL;NULL;"1";"4";"3";"4";"5";;;"kvsp"
"69";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"1";"4";"3";"3";"4";"praktické příklady";"výklad jednostraně orientován, občas postrádá objektivní zhodnocení (opozice)";"kvsp"
"70";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"3";"4";"5";"5";NULL;NULL;NULL;"1";"4";"3";"4";"4";"praktické příklady";;"kvsp"
"71";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kvsp"
"72";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"3";"3";"4";"3";NULL;NULL;NULL;"1";"5";"1";"4";"5";;;"kvsp"
"73";"JSM522";"Základy veřejné ekonomiky";"Háva";;"3";"3";"3";"5";"3";NULL;NULL;NULL;"1";"4";"3";"4";"4";;;"kvsp"
"74";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"5";"5";"5";"4";NULL;NULL;NULL;"1";"3";"3";"5";"4";"Uvádění příkladů z praxe, dostupnost, poskytování materiálů.";"Seminářů je málo, jde především o samostudium.";"kvsp"
"75";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"4";"5";"5";"3";NULL;NULL;NULL;"1";"5";"4";"5";"5";"obecné znalosti fung. veř. ekonomik 'ze života'";"víc příkladů 'ze života'";"kvsp"
"76";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"4";"3";"5";"2";NULL;NULL;NULL;"1";"4";"3";"3";"3";;;"kvsp"
"77";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"5";"4";"4";"4";"5";;;"kvsp"
"78";"JSM522";"Základy veřejné ekonomiky";"Háva";;"4";"3";"3";"4";"2";NULL;NULL;NULL;"1";"4";"2";"4";"4";"schémata";"více konkrétních příkladů";"kvsp"
"79";"JSM522";"Základy veřejné ekonomiky";"Háva";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"2";"3";"5";"forma přednášky, provázanost informací, srozumitelnost";"v kombinovaném studiu velice malý rozsah (časový) přednášek => rychlé tempo výuky => snižuje možnost pochopení";"kvsp"
"80";"JSM522";"Základy veřejné ekonomiky";"Háva";;"5";"5";"5";"4";"3";NULL;NULL;NULL;NULL;"5";NULL;"3";NULL;;;"kvsp"
"81";"JSM522";"Základy veřejné ekonomiky";"Háva";;"3";"3";"4";"4";"3";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;"kvsp"
"82";"JSM603";"International comparison of health care systems";"Háva";;"3";"3";"3";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"3";;;"kvsp"
"83";"JSM603";"International comparison of health care systems";"Háva";;"3";"2";"2";"4";NULL;NULL;NULL;NULL;"1";"3";"3";"5";"3";"topic is broad, open";"too slow!";"kvsp"
"84";"JSM603";"International comparison of health care systems";"Háva";;"3";"3";"2";"5";"3";NULL;NULL;NULL;"1";"5";"3";"4";"4";;;"kvsp"
"85";"JSM603";"International comparison of health care systems";"Háva";;"4";"2";"4";"4";"5";NULL;NULL;NULL;"1";"4";"4";NULL;"4";;"knowledge";"kvsp"
"86";"JSM603";"International comparison of health care systems";"Háva";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"kvsp"
"87";"JSM603";"International comparison of health care systems";"Háva";;"3";"2";"3";"4";"3";NULL;NULL;NULL;"3";"4";"3";"3";"3";"very interesting";"communication techniques to students, lecturer discusses too much";"kvsp"
"88";"JSM603";"International comparison of health care systems";"Háva";;"4";"3";"4";"5";"5";NULL;NULL;NULL;"2";"5";"4";"5";"5";"interesting information, interesting topic (unusual at university)";;"kvsp"
"89";"JSM603";"International comparison of health care systems";"Háva";;"4";"3";"4";"5";"3";NULL;NULL;NULL;"2";"4";"4";"4";"4";"good course overall";"Repeating things could be avoided.";"kvsp"
"90";"JSM603";"International comparison of health care systems";"Háva";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";"lectures";;"kvsp"
"91";"JSM603";"International comparison of health care systems";"Háva";;"3";"3";"3";"4";"2";NULL;NULL;NULL;"1";"4";"2";"3";"4";;;"kvsp"
"92";"JSM603";"International comparison of health care systems";"Háva";;"2";"3";"3";"5";"3";NULL;NULL;NULL;"1";"3";"4";"4";"2";"broad approach";"need for required reading; general reading list is too big";"kvsp"
"93";"JSM607";"Vzdělávací politika v ČR";"Kalous";"Kalous";"5";"5";"5";"5";"5";"5";"5";"5";"1";"5";"5";"5";"5";"Struktura výuky, odbornost, debaty nad aktuálními událostmi v oboru, lidský přístup, inspirativnost k samostudiu, schopnost vyučujícího probudit obrovský zájem o obor a poskytnout široký vhled do problematiky.";"naprostá spokojenost";"kvsp"
"94";"JSM607";"Vzdělávací politika v ČR";"Kalous";"Kalous";"5";"4";"4";"5";"5";"4";"5";"5";"1";"5";"5";"5";"5";"kombinaci různých forem výuky, dobrá motivace k samostudiu; intenzivní diskuse o probíraných tématech";"možná víc systematického výkladu, alespoň na začátek kurzu";"kvsp"
"95";"JSM607";"Vzdělávací politika v ČR";"Kalous";"Kalous";"5";"4";"5";"5";"5";"5";"5";"5";"1";"5";"1";"4";"5";"přístup vyučujícího, komunikace a dialog v hodinách, pohodová atmosféra";"zpřístupňování materiálů k prostudování";"kvsp"
"96";"JSM607";"Vzdělávací politika v ČR";"Kalous";"Kalous";"5";"5";"5";"5";"4";"5";"5";"5";"1";"5";"5";"4";"5";"cvičení, aktivní participace studentů";"více odpřednášené látky";"kvsp"
"97";"JSM607";"Vzdělávací politika v ČR";"Kalous";"Kalous";"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"5";"kvalitní vyučující; bloková výuka";;"kvsp"
"98";"JSM607";"Vzdělávací politika v ČR";"Kalous";"Kalous";"5";"3";"5";"5";"5";"5";"5";"5";"1";"4";"2";"3";"5";"blokový způsob výuky";;"kvsp"
"99";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"5";"4";NULL;NULL;NULL;"5";"5";"5";"1";"3";"4";"3";"5";;;"ks"
"100";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"4";"3";NULL;NULL;NULL;"3";"4";"4";"1";"3";"4";"4";"4";;;"ks"
"101";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"5";"3";NULL;NULL;NULL;"4";"5";"4";"1";"4";"5";"5";"5";"brainstorming, prezentace dostupné online, zpětná vazba";;"ks"
"102";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"5";"4";NULL;NULL;NULL;"4";"4";"5";"2";"4";"3";"4";"5";;"Delší termíny na odevzd. DÚ, ke kterým by jsme rádi dostali zpětnou vazbu.";"ks"
"103";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"3";"5";NULL;NULL;NULL;"4";"5";"4";"1";"4";"5";"3";"5";"Rozdělení na Bc. seminář sociologie a Bc. S. pro soc. politiku. Feedbacky k dom. úkolům. Pí. Kotrusovou a pí. Mouralovou.";"Říct dříve, kdy přijde návštěva (p. Veselý).";"ks"
"104";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"5";"4";NULL;NULL;NULL;"5";"5";"5";"5";"3";"4";"4";"4";"rychlou zpětnou vazbu, komunikace";;"ks"
"105";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"3";"4";NULL;NULL;NULL;"4";"4";"4";"1";"4";"4";"3";"4";"Náplň = pomoc při tvorbě bc. práce. ";"Sjednotit obtížnost jednotlivých paralelních skupin seminářů. Množství povinností. Domácí úkoly sice pomohou, ale když se po konzultacích s vedoucím práce neustále téma vyvíjí, tak jsou potom úkoly k ničemu, práce se musí předělávat znovu.";"ks"
"106";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"4";"4";NULL;NULL;NULL;"5";"4";NULL;"1";"4";"4";"4";"3";;"Posunout o semestr dříve.";"ks"
"107";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"4";"4";NULL;NULL;NULL;"4";"5";"3";"1";"3";"4";"3";"5";"postupné vypracovávání úkolů, prezentace";"věnovat se během semináře méně teorii a vysvětlování a více prakticky procvičovat";"ks"
"108";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"5";"5";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";"Všechno - intenzivní přístup na cvičeních, průběžné zpracovávání úkolů, na cvičeních teorie i aplikace na jednotlivé práce.";"Nejpřínosnější kurz za celé studium, nic zlepšovat není třeba.";"ks"
"109";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"5";"4";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";;"Nic, kurz je velmi dobrý tak, jak je.";"ks"
"110";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"4";"3";NULL;NULL;NULL;"4";"5";"3";"1";"3";"4";"3";"4";"zpětné vazby";;"ks"
"111";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"4";"5";NULL;NULL;NULL;NULL;NULL;NULL;"1";"3";"4";"3";"3";;;"ks"
"112";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"4";"4";NULL;NULL;NULL;"4";"4";"4";"1";"4";"4";"3";"5";;"Posunula bych kurz o jeden semestr do LS 2. ročníku.";"ks"
"113";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"2";"5";NULL;NULL;NULL;"3";"3";"3";"1";"4";"3";"2";"1";"zadávání prezentací na Moodle";"snížit náročnost";"ks"
"114";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"4";"4";NULL;NULL;NULL;"4";"5";"4";"1";"3";"4";"4";"4";;;"ks"
"115";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"5";"4";NULL;NULL;NULL;"5";"5";"4";"1";"4";"5";"2";"4";"Přístup cvičících ke studentům, komunikace, možnost konzultací.";;"ks"
"116";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"5";"4";NULL;NULL;NULL;"4";"5";"5";"1";"5";"5";"5";"5";"praktičnost, prostor pro zodpovězení otázek studentů, vstřícnost cvičících";;"ks"
"117";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"5";"5";NULL;NULL;NULL;"5";"5";"5";"1";"3";"4";"4";"5";"praktický nácvik dovedností";"snížit počet studentů, téměř polovina hodin se bude přesouvat";"ks"
"118";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"4";"5";NULL;NULL;NULL;"5";"3";"4";"1";"4";"5";"4";"4";;"delší čas na odevzdání úkolů";"ks"
"119";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"4";"4";NULL;NULL;NULL;"4";"4";"4";"1";"3";"3";"3";"4";;;"ks"
"120";"JSB031";"Bakalářský seminář I - diskuse projektů";;"Kotrusová, Mouralová";"4";"5";NULL;NULL;NULL;"4";"4";"5";"1";"5";"5";"5";"5";;"více času na úkoly";"ks"
"121";"JSM632";"Úvod do bezpečnostní politiky";"Knobloch";;"4";"3";"2";"3";"2";NULL;NULL;NULL;"1";"4";"2";"3";"3";;;"kvsp"
"122";"JSM632";"Úvod do bezpečnostní politiky";"Knobloch";;"3";"3";"4";"5";"3";NULL;NULL;NULL;"1";"4";"2";"2";"3";;;"kvsp"
"123";"JSM632";"Úvod do bezpečnostní politiky";"Knobloch";;"4";"2";"3";"5";"4";NULL;NULL;NULL;"1";"4";"2";"4";"4";;;"kvsp"
"124";"JSM511";"Úvod do metod sg. výzkumu";"Knobloch";;"3";"3";"4";"5";"2";NULL;NULL;NULL;"1";"3";"3";"2";"3";;;"kvsp"
"125";"JSM511";"Úvod do metod sg. výzkumu";"Knobloch";;"3";"3";"2";"3";"2";NULL;NULL;NULL;"1";"2";"3";"3";"3";;;"kvsp"
"126";"JSB027";"Sociální politika jako společenská praxe";"Kotrusová";"Molnárová";"4";"3";"4";"5";"4";"2";"3";"3";"2";"4";"3";"4";"4";"prezentace na přednáškách, vyučující M. Kotrusovou";"Aby byl předmět lépe umístěn v rozvrh - nyní je brzy a nic na něj nenavazuje.";"kvsp"
"127";"JSB027";"Sociální politika jako společenská praxe";"Kotrusová";"Adamcová";"5";"4";"5";"5";"3";"3";"5";"5";"1";"5";"4";"5";"5";;;"kvsp"
"128";"JSB027";"Sociální politika jako společenská praxe";"Kotrusová";"Molnárová";"4";"4";"4";"4";"3";"4";"4";"5";"1";"4";"4";"4";"5";;;"kvsp"
"129";"JSB027";"Sociální politika jako společenská praxe";"Kotrusová";"Molnárová";"5";"5";"5";"5";"5";"3";"3";"5";"1";"5";"5";"5";"5";"formu seminárov - prezentacie, diskusie";;"kvsp"
"130";"JSB027";"Sociální politika jako společenská praxe";"Kotrusová";"Molnárová";"4";"5";"5";"5";"3";"2";"2";"5";"1";"5";"5";"4";"4";"semináře!";"semináře by určitě měli být delší, takhle se zbytečně usekává zajímavá diskuse a cvičící nemá čas na zpětnou vazbu ani vedení";"kvsp"
"131";"JSB027";"Sociální politika jako společenská praxe";"Kotrusová";"Molnárová";"4";"3";"4";"5";"3";"2";"3";"2";"1";"4";"3";"4";"4";;;"kvsp"
"132";"JSB027";"Sociální politika jako společenská praxe";"Kotrusová";"Molnárová";"5";"3";"4";"4";"4";"3";"3";"4";"1";"5";"4";"5";"5";;;"kvsp"
"133";"JSB027";"Sociální politika jako společenská praxe";"Kotrusová";"Molnárová";"5";"4";"4";"5";"4";"3";"3";"5";"1";"4";"2";"4";"5";;"zpětnou vazbu na seminářích";"kvsp"
"134";"JSB027";"Sociální politika jako společenská praxe";"Kotrusová";"Adamcová";"5";"4";"5";"5";"4";"5";"5";"4";"1";"4";"3";"5";"5";;;"kvsp"
"135";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"4";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"3";"4";"5";"ilustrace mnoha příklady z praxe, osobní přístup, grafická znázornění výsledků výzkumů v oblasti, aktuální data z oblasti";;"kvsp"
