"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"15";"JLB101";"Czech as a Foreign Language II";;"Frantesová,E.";"4";"2";NULL;NULL;NULL;"5";"5";"5";"2";"5";"5";"4";"5";"the course taught very practical and useful language";"fewer students in the class";"kjp"
"16";"JSM685";"Educational Policy";"Kohoutek,J.";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"1";"5";"5";"5";"4";"very contemporary topics and literature ";NULL;"kvsp"
"17";"JSM691";"Policy Analysis";"Veselý,Arnošt,Nekola,Martin";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"5";"5";"the most valuable point of the course is the practical part, where we used the theories we read about in our analysis  ";"the course  was very well organised ";"kvsp"
"18";"JSM519";"Social Policy";"Angelovská,O.,Kotrusová,M.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"the course was filled with broad information";"oral examination is more or less useless because there are a lot of assignment during the course, so the student anyway reads and understands everything ";"kvsp"
"19";"JSM406";"Statistics in SPSS";"Petrúšek,I.,Soukup,P.";;"4";"5";"5";"5";"5";NULL;NULL;NULL;"1";"3";"4";"3";"3";"it teaches to use SPSS very well";"the evaluation process, more point to homework assignments";"ks"
"20";"JSM704";"Theoretical Approaches to Policy Process";"Novotný,Vilém";;"4";"4";"4";"5";"3";NULL;NULL;NULL;"1";"4";"4";"5";"3";NULL;NULL;"kvsp"
"21";"JPM561";"Regional Security Studies";"Karásek Tomáš,Klosek,K.";;"4";"4";"3";"5";"2";NULL;NULL;NULL;"1";"5";"4";"5";"4";NULL;NULL;"kbs"
"22";"JEB002";"Bachelor´s Thesis Seminar II";;"Chytilová,J.,Cahlík,T.,Cotte,P.,Červinka,M.,Gloverová,M.";"3";"1";NULL;NULL;NULL;"4";"5";"3";"1";"3";"3";"3";"3";NULL;NULL;"ies"
"23";"JJB017";"Grafický design a základy polygrafie I";"Slanec Jaroslav";;"5";"2";"5";"5";"4";NULL;NULL;NULL;"1";"5";"4";"4";"5";NULL;NULL;"kz"
"24";"JSB521";"Úvod do sociální politiky";"Dobiášová,K.";;"4";"3";"4";"5";"5";NULL;NULL;NULL;"1";"4";"3";"4";"5";"Oceňuji přístup paní Dobiášové i Kotrusové, jejich přednášky byly příjemné a dobře se poslouchaly. Skvělé byly také cvičení (byl jsem ve skupině Jitka). Dělali jsme na nich zajímavé aktivity, které byly zábavné i přínosné a člověk si osvojil, co je to vlastně sociální politika v praxi. Co jsem měl možnost mluvit se svými spolužáky, tak si všichni cvičení v této skupině dost pochvalovali.";"Zlepšil bych jen prezentace na přednášky. Paní Dobiášová měla občas na slidech mnoho textu a špatně se z toho zapisovaly poznámky. Jinak se mi vše ostatní líbilo.";"kvsp"
"25";"JMM630";"Independent American Cinema";"Nowell,R.";;"5";"1";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"Richard, is a dedicated professor. He brings a palpable enthusiasm to each lecture, this alone allows students to engage with the material at hand. The material itself is well thought out and concise. The latter of each lecture critically unpacks the film screened, it is important to note that this critical insight is relevant to not only film but larger societal norms/constructs. It is through film that students begin to unpack a wealth of conceptual issues and understand how visual culture can be influenced by or influence these issues. I cannot recommend this course enough.  ";"n/a";"kas"
"26";"JMB009";"Dějiny německy mluvících zemí";"Kučera Jaroslav,Nigrin,T.";;"2";"3";"3";"2";"1";NULL;NULL;NULL;"2";"1";"1";"2";"1";NULL;NULL;"knrs"
"27";"JMB017";"Dějiny USA";"Pondělíček,J.,Raková Svatava,Sehnálková,J.";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"3";"5";"4";"4";"5";NULL;NULL;"kas"
"28";"JMB029";"Evropská integrace";"Kasáková Zuzana,Váška Jan";;"2";"5";"2";"2";"1";NULL;NULL;NULL;"3";"2";"1";"2";"1";NULL;NULL;"kzs"
"29";"JMB029";"Evropská integrace";;"Synkule,M.";"5";"4";NULL;NULL;NULL;"4";"4";"4";"2";"5";"5";"5";"5";NULL;NULL;"kzs"
"30";"JLB002";"Angličtina pro sociology II";;"Klírová,M.";"5";"3";NULL;NULL;NULL;"5";"5";"4";"1";"5";"5";"5";"5";"- ochota cvičícího- dobře rozpracované hodiny, kvalitně připravené a vhodně rozplánované (dodržování plánu předmětu) - rozšíření jazykových znalostí SOUVISEJÍCÍ s oborem studia (akademické psaní, sociologické termíny, atd.)- doplnění hodin o vlastní kreativní domácí přípravu (English journal - možnost projevení vlastních zájmů studenta v předmětu) ";NULL;"kjp"
"31";"JMB067";"Historical Geography in Western European Countries";"Bauer,P.";;"2";"4";"2";"1";"2";NULL;NULL;NULL;"4";"1";"1";"1";"1";NULL;NULL;"kzs"
"32";"JMB122";"Historická geografie pro RVS";"Pečenka Marek";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"2";"5";"5";"5";"5";NULL;NULL;"krvs"
"33";"JPB561";"Topics in Geopolitics and Political Geography";"Kofroň,J.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"5";"5";"Tento kurz je jeden z najlepších aké som mala, témy sú velmi zaujímavé a forma výuky - diskusia a prezentacie - robia priebeh hodiny tak isto zaujimavy. Pristup pana doktora mozem iba odcenit, nakolko je skvely prednasajuci a jeho pristup k predmetu je pre studentov velmi ustretovy. Na hodiny sa oplatilo chodiť, články nestačilo iba prečítat. Určite by som kurz odporučila ostatným študentom. ";"Možno by bolo lepšie, vzhladom k charakteru vyuky, dat záverečný test celý rozpisovací, resp. ústna skúška. ";"kp"
"34";"JMB020";"Seminář k aktualitám A";;"Andrle,J.";"4";"3";NULL;NULL;NULL;"5";"5";"5";"3";"5";"5";"5";"5";NULL;NULL;"krvs"
"35";"JPB581";"Média a politika";"Podzimek,J.,Rosenfeldová,J.";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"2";"4";NULL;"4";"4";"Líbil se mi bezprostřední přístup přednášejících. Jejich prezentace mi přišly přehledné a po obsahové stránce dobré a přínosné. Zkouška na konci mi přišla dobře udělaná. Byla jistě těžší pro lidi, kteří na přednášky nechodili, než pro ty, kteří si našli čas. U bodu 11. přínos kurzu v oblasti nácviku dovedností mi přijde hodnocení tohoto kurzu celkem irelevantní, protože se jednalo o teoretický kurz a těžko jsme tak mohli něco nacvičovat, proto jsem ho vynechal.";"Přišlo mi, že přednášející ještě nemají s přednášením tolik zkušeností a proto, hlavně ze začátku byly přednášky takové zvláštní, bez jasného sdělení. To se však postupem času velmi zlepšilo. Také čas přednášky nebyl úplně optimální, ale chápu, že to asi jinak nešlo.";"kp"
"36";"JMB179";"U.S. in the 1980s and 1990s";"Raška Francis D.";;"4";"5";"4";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"3";NULL;NULL;"kas"
"37";"JEB115";"Macroeconomics II";"Horváth,R.-#EXT,Kudashvili,N.,Mareš,J.";;"4";"4";"4";"4";"5";NULL;NULL;NULL;"2";"3";"3";"3";"3";"grading and helpful teacher";"Gaving point for activity was not fair in my opinion (in one lecture the teacher gave point almost for anybody who say something although it was one sentense and I find it unfair for those who spoke all the time and they did not receive anything).";"ies"
"38";"JEB115";"Macroeconomics II";;"Kudashvili,N.,Mareš,J.";"4";"4";NULL;NULL;NULL;"3";"4";"3";NULL;"4";"3";"3";"3";NULL;"Seminars were much worse compare to previous semester, we did not cover all exercises because of time and one seminar we had to cover by ourselves. ";"ies"
"39";"JPB556";"American Political Institutions";"Kubátová,H.";;"5";"2";"4";"5";"5";NULL;NULL;NULL;"1";"5";"1";"5";"5";"I have to say I already attended courses of professors from University of New Orleans in the past, and as it was in the previous year, this time it was also great. I really appreciate not only interesting lectures but also the fact that Mr. Professor Charles Hadley prepared for us all the important materials on the flash disc, what really helped and it was very nice. He was always happy to answer our questions or to let us conribute to the debate. These courses I can only recommend. ";NULL;"kp"
"40";"JJM265";"Úloha novináře v demokratické společnosti";"Němeček,T.";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"5";"5";"5";"4";NULL;NULL;"kz"
"41";"JEB104";"Microeconomics I";"Janhuba,R.,Šťastná,L.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"4";"5";"Super prístup vyučujúceho k študentom. Prednášky boli zaujímavé a hlavne si učiteľ udržal pozornosť aj napriek tomu, že prednáška je dvojhodinová.";"nič";"ies"
"42";"JEB104";"Microeconomics I";;"Čechová,K.,Gok,U.,Jonášová,J.";"4";"4";NULL;NULL;NULL;"2";"3";"2";"1";"3";"3";"3";"3";NULL;"Na cvičeniach mi chýbalo vysvetlenie učiva a nie len napísanie vzorov a mechanické počítanie. Určite je náročné študentom vysvetľovať niektoré veci, ale niekedy len mechanické počítanie je vážne neprínosné. (cvičenie = J. Jonášová)";"ies"
"43";"JPB226";"Československý politický systém II";"Švec,K.";;"3";"5";"5";"5";"1";NULL;NULL;NULL;"1";"5";"5";"5";"3";"Skúška z tohto kurzu patrí k jednej z najťažších na bakalárskom stupni štúdia. Nie je ale nezvládnutelná a myslím si, že je to samozrejme oprávnené. Musím vysoko odceniť prístup pána doktora k študentom. Asi ako jediný, resp. jeden z velmi mála, vypisuje termíny dostatočne skoro - častokrát ako prvý. Vypíše ich dostatočný počet, s dostatočnou kapacitou. Na skúške sú jasne postavené otázky a celkovo požiadavky sú jasne stanovené a asi ako jediný opravuje testy vždy a pravidelne max. do dvoch dní, čo je pre nás študentov klučové. ";"V readri sú podla mojho názoru niektoré úryvky zbytočné, hlavne tie scany z učebníc, resp. publikácii o politických stranách a pod. Dobových textov, prejavov by mohlo byť namiesto toho možno aj viac, číta sa to ovela lepšie, aj pamatá a je to fakt zaujímavé a autentické, viacej to približuje danú dobu a jej pomery. Niekedy človek aj zabudne, že číta niečo do školy. Hlavne tie náučné texty sa velmi vela krát prelínajú a hovoria viac-menej o tom istom, ale sú najdlhšie, potom ten reader vyzerá, že je neprečítatelný, lebo je ho velmi vela. ";"kp"
"44";"JPB259";"Politické myšlení novověku II";"Franěk,J.,Kučera,J.P.";;"2";"3";"5";"5";"1";NULL;NULL;NULL;"1";"5";"1";"5";"3";NULL;NULL;"kp"
"45";"JLB006";"Angličtina pro politology II";;"Stružková,I.";"5";"3";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";NULL;NULL;"kjp"
"46";"JPB269";"Současné problémy mezinárodních vztahů";"Ditrych,O.,Kuľková,M.";;"5";"1";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";NULL;"Deadline na policy brief by som dala možno trochu dříve - aby sa to nekrylo už so skúškami. ";"kmv"
"47";"JLB030";"Španělština odborná II";;"Mlýnková Ludmila";"5";"3";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";NULL;NULL;"kjp"
"48";"JPB577";"Inter-War Europe (1918 - 1938) in the International context";"Jeřábek,M.";;"5";"2";"5";"5";"4";NULL;NULL;NULL;"1";"5";"5";"5";"5";"Kurz možem len odporučiť. Prístup pána doktora k študentom je ako vždy skvelý, snaží sa nám výjsť v ústrety čo najviac, vždy sa snaží na veciach dohodnúť, poskytuje nám vždy materiály aj mimo, ktoré nás zaujímajú. Obsahovo je kurz velmi prínosný a zahranično politické vzťahy medzivojnového obdobia vám priblíži velmi do hĺbky, je zameraný na prepojenie súvislostí. Kurz sa viac sústreďuje nato, aby sme z toho niečo mali, aby nás to zaujímalo, než nás nejako zbytočne stresovať";NULL;"kmv"
"49";"JPB209";"Jaderné soupeření supervelmocí v bipolárním světě";"Bříza,V.";;"5";"2";"5";"5";"5";NULL;NULL;NULL;"2";"5";"1";"5";"5";"Kurz je jedným z najlepších povinne volitelných na bakalárskom stupni, ktoré som navštevovala. Obsahovo taký žiaden iný nemáme, takže velmi odceňujem, že aspoň jeden máme k dispozícii. ";"Písomný test je myslím si, lepší. A ja osobne by som sa určite potešila viacero kurzom s touto tematikou. ";"kmv"
"50";"JMM628";"Key Trends in American Film";"Nowell,R.";;"5";"1";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"I would like repeat the previous comments made about Independent American Cinema. In addition I would like to expand on Richard's teaching.Richard really does cater to the student, the entire course is structured and based around the needs of the student. The readings are accompanied with the questions that will be discussed in each lecture, ensuring the student is able to analyse the necessary material. Films analysis also follows the same structure. These simple aids, ensure the material is fully understood. Papers are marked promptly and returned with fair and nuanced feedback, this helps student develop and further their own academic writing. If students have an queries, Richard is available via email and readily assists students.  ";"n/a";"kas"
"51";"JPB255";"Politická věda ve 20. století: geneze a proměny oboru II";;"Höfer,K.";"5";"4";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";"Tento seminár bol jeden z najlepších, ktoré som mala a musím povedať, že tisíckrát lepší ako z prerekvizity Geneza I. Hodnotenie nášho výkonu na seminári bolo absolútne spravodlivé, myslím, že nikto sa nemohol sťažovať. Semináre boli - na rozdiel od tých z Genézy I. - velmi zaujímavé a boli postavené na praktických znalostiach - diskusia, nejaké cvičenia, nie len na nekonečnom rozoberaní textov, ktoré som aj tak doma čítala. Priamo na skúške som využila moje vedomosti zo semináru a z cvičenia, ktoré sme spolu robili na seminári. Tie témy, ktoré boli obsahom kurzu som si ovela lepšie zapamatala, aj konkrétne problémy a príklady, potom akou formou sme s tým pracovali na seminári. Úplne super, ďakujeme";NULL;"kp"
"52";"JLB101";"Czech as a Foreign Language II";;"Frantesová,E.";"5";"3";NULL;NULL;NULL;"5";"5";"5";"1";"5";"2";"5";"5";"Mostly I valued a lot of repetition of the things we did, because I consider it important in studying language, as well as a big amount of speaking exercises.";"It would be easier if there could be facilitated a group for people with Slavic origin, because they follow the subject a bit differently then people from Western Europe, or Asia.";"kjp"
"53";"JPB255";"Politická věda ve 20. století: geneze a proměny oboru II";"Bednářová,K.,Gelnarová,J.,Höfer,K.";;"5";"3";"5";"5";"1";NULL;NULL;NULL;"1";"5";"5";"5";"5";"Musím povedať iba, že tento kurz je ovela zaujímavejší ako Geneza I. , aj prístup vyučujúcich možem len chváliť. ";"Výsledky testu dříve ";"kp"
"54";"JPB001";"Bakalářský seminář I.";;"Krausz Hladká,M.,Švec,K.,Jüptner,P.,Parízek, M.,Riegl,M.,Ditrych,O.,Kubátová,H.,Valková,I.,Karásek Tomáš,Romancov Michael,Franěk,J.,Kučera,J.P.,Perottino,M.,Karlas,J.,Říchová Blanka,Gelnarová,J.,Kučera,T.,Petříček,T.,Brunclík,M.,Knutelská,V.,Salamon,J.,Hy";"5";"1";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";NULL;NULL;"kp"
"55";"JPB565";"Stáž v praxi";;"Kuľková,M.,Švec,K.";"5";"5";NULL;NULL;NULL;"5";"3";"5";"1";"5";"5";"5";"5";NULL;NULL;"kp"
"56";"JJM298";"Media and Technical Images";"Láb,F.,Štefaniková,S.";;"5";"1";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"The course offers a critical new insight into the photographic medium. The reading and lectures help deconstruct the simplified contemporary conception of photography and marry it to a new nuanced position, entrenched in philosophy and art history. The camera takes a new form. If students practice photography outside of the course, it will change the way you view the medium and how you choose to take images.";"Only one suggestion, I would provide information around the paper in the introductory lecture and the post the information in the shared folder with the readings.  ";"kz"
"57";"JPM649";"Freedom, Equality, Solidarity: European Values in Global Context";"Salamon,J.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"5";"5";NULL;NULL;"kp"
"58";"JJB061";"Audiovizuální žurnalistická tvorba  I";"Maršík,J.";;"3";"2";"3";"3";"1";NULL;NULL;NULL;"1";"3";"2";"2";"2";NULL;"Zmodernizovat výuku-není nutné se celou přednášku věnovat rozhlas. reportážím  ze 30. let minulého stoletî. ";"kz"
"59";"JPB216";"British parliamentarism";"Brunclík,M.";;"3";"3";"2";"5";"1";NULL;NULL;NULL;"1";"4";"1";"4";"3";NULL;NULL;"kp"
"60";"JPB560";"Le systéme politique tcheque";"Perottino,M.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"2";"5";"5";"5";"5";NULL;NULL;"kp"
"61";"JPM327";"Justice in Politics and International Relations";"Salamon,J.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";NULL;NULL;"kp"
"62";"JJM239";"Media Sociology";"Hladík,R.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";NULL;NULL;"kms"
"63";"JJB011";"Úvod do etiky žurnalistické práce";"Moravec, V.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"4";"5";"Seznámení s reálnou kauzou v souvislosti s probíranou látkou. ";NULL;"kz"
"64";"JMMZ205";"Race, Ethnicity, and Gender in American History and Literature";"Janíčková,M.,Robbins,D.,Vykoukal,J.";;"5";"5";"5";"4";"5";NULL;NULL;NULL;"1";"5";"4";"4";"4";NULL;NULL;"kas"
"65";"JPM907";"The U.S. Presidency";"Kotábová Věra,Gilmour,J.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"5";"5";NULL;NULL;"kp"
"66";"JSM476";"Sociology of Human Rights in Contemporary Europe";"Blokker Paulus";;"5";"1";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"Very interesting course, it illustrates the ever transmuting nature of human rights and there application within Europe. This is underpinned with critical theory.";NULL;"ks"
"67";"JLB010";"Angličtina pro žurnalisty II";;"Prošková,A.";"4";"2";NULL;NULL;NULL;"3";"4";"3";"2";"3";"4";"3";"4";"Rozhodně oceňuji angažovanost pedagožky. Také je velice dobře promyšlené zapojení adekvátních znalostí jazyka pro obor žurnalistika. ";"Ač nadšení vedoucí kurzu podněcuje debatu, nemyslím, že její míra je odpovídající. Také množství samostatné práce se mi jeví jako příliš vysoké. ";"kjp"
"68";"JPB216";"British parliamentarism";;"Brunclík,M.,Klapal,O.";"3";"3";NULL;NULL;NULL;"3";"5";"1";"1";"4";"3";"4";"3";NULL;"Zmenila by som celú formu a štruktúru seminára. Celý seminár len počúvať prezentácie ostatných je veľmi monotonne, tak isto sú tie témy príliš faktografické na nejakú rozsiahlu diskusiu - nie sú to nejaké súčasné problémy alebo kontroverzné a prepierané témy, ale v podstate prezentácie na doplnenie vedomostí, k čomu podla mňa slúži prednáška. Potom je ten seminár taký, že si to tam iba odsedíme. Navrhla by som ho inou formou, ak prezentácie, tak úplne krátke, možno po skupinách, ktoré reflektujú súčasné problémy, vhodné na diskusiu, zahrňovali by nejakú argumentáciu. Tak isto by som dala prezentáciu ako súčasť známky, t.j. nejaký podiel percent z celkovej známky, ktorý by test len doplnil. Prípadne by sa dala hodnotit možno ešte aktivita na hodine , v prípade, že by sa takto zmenil seminár. ";"kp"
"69";"JJB016";"Česká literatura II";;"Čeňková,J.";"4";"4";NULL;NULL;NULL;"4";"5";"4";"3";"3";"4";"4";"4";"Rozhodně oceňuji snaho o rozvedení diskuse nad probíranými publikacemi. Myslím, že takový přístup k literatuře je správný a jsem rád, že to tak vnímá i vedoucí kurzu. ";"Aby diskuse byla kvalitnější, myslím, že by bylo vhodné snížit alespoň trochu počet požadovaných publikací. Není v silách studentů připravit se na každý seminář přečtením celé publikace.";"kz"
"70";"JLB006";"Angličtina pro politology II";;"Stružková,I.";"5";"4";NULL;NULL;NULL;"4";"5";"5";"2";"5";"5";"4";"5";"Quizlet";NULL;"kjp"
"71";"JSM693";"Text, Narrative & Discourse Analysis";"Hájek Martin";;"5";"2";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"4";"The course provides young sociologist with a variety of research tools that may enhance any research they conduct moving forward. ";"I would provide information on the paper in the first lecture and post it on SIS ";"ks"
"72";"JPB232";"Britské impérium v 18. - 20. století";"Soukup,Jaromír";;"5";"3";"4";"5";"4";NULL;NULL;NULL;"2";"4";NULL;"4";"5";NULL;NULL;"kmv"
"73";"JPB253";"České novověké dějiny II.";"Kučera,J.P.";;"5";"5";"5";"3";"5";NULL;NULL;NULL;"3";"5";NULL;"5";"5";NULL;NULL;"kp"
"74";"JPB019";"Dějiny mezinárodních vztahů II";"Soukup,Jaromír";;NULL;"2";"5";"5";"3";NULL;NULL;NULL;"2";"3";NULL;"4";"5";NULL;NULL;"kmv"
"75";"JJB177";"Filmový seminář II";;"Šobr, M.";"5";"1";NULL;NULL;NULL;"4";"3";"5";"2";"3";NULL;"2";"5";NULL;NULL;"kz"
"76";"JPB257";"Komparace politických systémů II";"Brunclík,M.,Jeřábek,M.,Kotábová Věra,Perottino,M.";;"3";"5";"3";"3";"3";NULL;NULL;NULL;NULL;"5";NULL;"5";"3";NULL;NULL;"kp"
"77";"JPB222";"Metodologický proseminář II";;"Karmazin,A.,Parízek, M.";"4";"5";NULL;NULL;NULL;"4";"4";"5";"1";"5";"5";"5";"5";NULL;NULL;"kmv"
"78";"JPM650";"Intelligence";"Bahenský,V.,Galeotti,M.";;"5";"3";"5";"4";"4";NULL;NULL;NULL;"1";"5";"5";"5";"5";"Unusual subject with a different set of objectives and sources employed. Not too much into academic details, much more of a valuable hands-on approach. Policy papers highly useful as a skill for future jobs.";"1) Literature tended to be quite repetitive after the two first lectures, could be revised. 2) Russia is an interesting example, but should not be overemphasised. ";"kbs"
"79";"JPB012";"Politická geografie II";"Romancov Michael";;"3";"3";"4";"3";"3";NULL;NULL;NULL;"2";"3";NULL;"4";"3";NULL;NULL;"kp"
"80";"JPM634";"Crisis Games";"Bahenský,V.,Kučera,T.,Parízek, M.,Rychnovská,D.,Smetana,M.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"2";"5";"5";"5";"5";"Remarkably good course with very devoted lecturers. Completely different but very valuable approach compared to all other courses taken so far.";NULL;"kmv"
"81";"JPB259";"Politické myšlení novověku II";"Franěk,J.,Kučera,J.P.";;"5";"3";"5";"3";"5";NULL;NULL;NULL;"2";"4";NULL;"3";"4";NULL;NULL;"kp"
"82";"JLB042";"Španělština II";;"Mlýnková Ludmila";"5";"3";NULL;NULL;NULL;"5";"5";"5";"1";"4";"4";NULL;"5";NULL;NULL;"kjp"
"83";"JPB572";"Výběrový seminář: Z Waterloo do Compiegne: Společnost, politika, válka 1815 - 1918";"Kučera,T.";;"2";"3";"2";"3";"2";NULL;NULL;NULL;NULL;"2";NULL;"2";"1";NULL;NULL;"kbs"
"84";"JPM343";"Decentralizace - region - identita: politické systémy západní Evropy v re/konstrukci";"Říchová Blanka";;"4";"3";"5";"3";"4";NULL;NULL;NULL;"1";"5";"4";"4";"4";"Přednášky.";"Větší zapojení studentů do diskuze.";"kp"
"85";"JPM005";"Koalice a koaliční vazby v parlament.systémech";"Švec,K.";;"4";"4";"3";"2";"4";NULL;NULL;NULL;"2";"4";"3";"4";"2";"Seminární práce prostřednictvím prezentace.";"Zrušit 0 počet absencí a dát možnost alespoň 1 neomluvené absenci.";"kp"
"86";"JPB198";"Úvod do politologie";"Brunclík,M.";;"3";"3";"3";"3";"2";NULL;NULL;NULL;"1";"3";"2";"4";"3";NULL;NULL;"kp"
"87";"JSB062";"Současná česká společnost";"Tuček,M.";;"2";"3";"3";"3";"1";NULL;NULL;NULL;"2";"2";"2";"3";"2";NULL;NULL;"ks"
"88";"JSB026";"Úvod do sociální politiky";"Dobiášová,K.";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"1";"4";"2";"5";"5";NULL;NULL;"kvsp"
"89";"JSB535";"Úvod do statistiky";;"Baloušková,T.";NULL;NULL;NULL;NULL;NULL;"5";"5";"5";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ks"
"90";"JJM258";"Vývoj a postavení médií v moderní společnosti II";"Bednařík,P.,Láb,F.,Lokšík Martin,Maršík,J.";;"4";"4";"5";"5";"3";NULL;NULL;NULL;"1";"3";"3";"4";"5";NULL;NULL;"kz"
"91";"JPM147";"Přechody k demokracii v teorii a praxi II";"Mlejnek Josef";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"2";"4";"3";"5";"5";"Férový a spravedlivý přístup pana doktora Mlejnka s přínosnými diskuzemi o seminářích.";"Nic.";"kp"
"92";"JJM272";"Dějiny české sportovní žurnalistiky";"Chladová,M.,Lukšů,D.,Macková,V.";;"2";"3";"2";"4";"1";NULL;NULL;NULL;"2";"2";"2";"1";"2";NULL;NULL;"kz"
"93";"JJM263";"Diplomový seminář I.";"Novotný D.J.";;"5";"4";"5";"5";"3";NULL;NULL;NULL;"1";"2";"3";"3";"3";NULL;NULL;"kz"
