"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"102";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"4";"2";"5";"5";"4";NULL;NULL;NULL;"1";"4";"3";"4";"5";;;"kvsp"
"103";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"4";"4";"5";"4";NULL;NULL;NULL;"1";"5";"4";"5";"5";;;"kvsp"
"104";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"4";"5";;;"kvsp"
"105";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"5";"5";"Zachovat přednášejícího a hosty jako přednášející";;"kvsp"
"106";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"zajímavost přednášek, přístup přednášejícího";;"kvsp"
"107";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"3";"5";"5";"3";NULL;NULL;NULL;"1";"5";"3";"5";"5";"docenta Cejpa";;"kvsp"
"108";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"3";"4";"5";"4";NULL;NULL;NULL;"1";"4";"3";"3";"5";"přístup přednášejícího, mnoho příkladů z praxe";"nahrávání prezentací s tabulkami na sambu, nejlépe před přednáškou";"kvsp"
"109";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"1";"5";"2";"5";"5";"pan Cejp - má rozsáhlé zkušenosti  a přehled, přátelský přístup, přirozenou autoritu. Host - přednáška o prostituci super - zachovat, více takových přednášek";;"kvsp"
"110";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"5";"3";"4";"5";"profesionálnost přednášejícího a jeho schopnost vysvětlit učivo na praktických případech z praxe";"posunout dobu začátku na pozdější";"kvsp"
"111";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"4";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"4";"5";"konkrétní příklady, zkušenosti přednášejícího doplňující výklad";;"kvsp"
"112";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"3";"4";"5";"4";NULL;NULL;NULL;"1";"4";"2";"3";"5";;;"kvsp"
"113";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"2";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"4";"5";;;"kvsp"
"114";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"2";"4";"5";"zajímavý výklad, hosté, symptický přednášející";;"kvsp"
"115";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"5";;"nic";"kvsp"
"116";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";NULL;"5";"5";"4";NULL;NULL;NULL;"1";"5";"4";"5";"5";;;"kvsp"
"117";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"4";"2";"5";"5";"3";NULL;NULL;NULL;"1";"4";"2";"3";"5";"vyučující je velmi sympatický a evidentně odborník ve svém oboru, má zajímavé historky";;"kvsp"
"118";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"4";"5";;;"kvsp"
"119";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"4";"3";"4";"5";"4";"5";"4";"4";"1";"4";"2";"4";"4";;;"kvsp"
"120";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"5";"2";"5";"5";"5";"5";"5";"4";"1";"5";"3";"4";"5";;;"kvsp"
"121";"JSM612";"Kriminalita a současná česká společnost";"Cejp";;"4";"2";"5";"5";"5";NULL;NULL;NULL;"1";"4";"2";"3";"4";"návštěvy externistů";"rozdělit přednášku na 2 - 3 bloky";"kvsp"
"122";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"4";"4";"5";"5";"4";"5";"5";"5";"1";"4";"1";"4";"5";"vučujícího";"méně historie, více současných výzkumů (praxe), ocenila bych možnost seznámit se se strukturou výzkumů v oblasti sociologie města";"ks"
"123";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"4";"4";"5";"5";"5";"5";"5";"4";"1";"5";"1";"3";"4";"čtění povinných článků a následný test - opravdu mě to donutilo pečlivě si je prostudovat";"zaměřit se více na současnost (vynechat historii - viz tabulky -> růst měst v čr (bylo toho moc) + rovnání s jinými státy";"ks"
"124";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"3";"4";"4";"3";"3";NULL;NULL;NULL;"1";"2";"2";"3";"3";;;"ks"
"125";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"3";"5";;;"ks"
"126";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"4";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";;;"ks"
"127";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"1";"4";"3";"4";"5";"uvádění aktuálních příkladů souvisejících s přednášenou látkou";"zkrátit teoretickou část, věnovat se více konkrétním problémům";"ks"
"128";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";NULL;"4";"5";"předávání zkušeností vyučujícího, praktické příklady";;"ks"
"129";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"výuka mgr sládka je v porovnání s jinými kurzy skvělá, není co vytknout, jen tak dál";"na ff je zřejmě zvykem zavalit studenty množstvím seminárních prací, proto se mi zdá další seminární práce  o 10 - 15 normostranách dost";"ks"
"130";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"1";"5";"3";"4";"5";"prezentace, diskuze nad články";"možná změnit některé články, některé z těch, co jsme četli nepřinesly moc nových poznatků";"ks"
"131";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"3";"5";"5";"3";NULL;NULL;NULL;"1";"5";"3";"3";"5";"zajímavá témata, přístup přednášejícího, vhodně vybrané texty";;"ks"
"132";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"2";"4";"5";"přístup přednášejícího, aktuálnost probíraných témat";;"ks"
"133";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"1";"4";"5";;;"ks"
"134";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"1";"4";"2";"4";"4";"přednášejícího";"možná mi to uniklo, ale rád bych se dozvěděl víc o tom, jak architektura ovlivňuje lidské jednání";"ks"
"135";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"5";"5";"přednášejícího, četba";"menší počet studentů nebo větší třídu -> a následně víc interakce";"ks"
"136";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"4";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"5";;;"ks"
"137";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";NULL;"4";"5";"prezentace, tabulky";;"ks"
"138";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"2";"4";"5";"5";NULL;NULL;NULL;"1";"4";NULL;"4";"5";;;"ks"
"139";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"5";"4";"4";"5";"4";NULL;NULL;NULL;"1";"4";"5";"4";"5";"práce, četba - rozsah, jacobs";"hosté";"ks"
"140";"JSM014";"Úvod do sociologie města";"Sládek, J.";;"4";"4";"4";"5";"5";NULL;NULL;NULL;"1";"4";"3";"4";"4";"zachovat snahu komunikovat se studenty v hodinách";"'pan sládek je určitě pohodový člověk, proto by občas neuškodil více pohodový postoj, oproti častějšímu ''nabroušenému'', stejně mu to nevěřím'";"ks"
