"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"75";"JJB284";"Firemní komunikace a kultura";"Poucha,T.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"3";"5";"Výborný vyučující, skvělá zpětná vazba";;"kmkpr"
"76";"JEM005";"Advanced Econometrics";"Baruník,J.";;"4";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";"5";"Výborný pan Baruník a jeho přednášky, dobrá cvičení, projekt, práce s R, interaktivní příklady, dlouhé deadliny, přiměřeně obtížný midterm a final.";"První úkol od pana Křehlíka byl nepřiměřeně težký a jeho cvičení na něj nepřipravila dostatečně.";"ies"
"77";"JEM005";"Advanced Econometrics";;"Baruník,J.";NULL;NULL;NULL;NULL;NULL;"4";"4";"5";NULL;NULL;NULL;NULL;NULL;;;"ies"
"78";"JEM059";"Quantitative Finance I";"Baruník,J.,Vácha,L.";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"1";"5";"3";"5";"4";"Kvalitně připravené lecture notes, práce ve Wolfram Mathematica, férový midterm i final, důraz na úkoly, probírání moderních technik jako realized variance.";"Výhrada k panu Váchovi - je lepší vysvětlit i ty \"nejjednodušší\" věci, protože ve třídě může být student, kterému to jasné není. Málo dívek ve třídě -> zatraktivnit kurz natolik, aby se jich kurzu účastnilo více.";"ies"
"79";"JEM059";"Quantitative Finance I";;"Vácha,L.,Baruník,J.";NULL;NULL;NULL;NULL;NULL;"4";"4";"3";NULL;NULL;NULL;NULL;NULL;;;"ies"
"80";"JMB018";"Bakalářský seminář I";;"Kubát,M.";"5";"3";NULL;NULL;NULL;"5";"5";"2";"1";"3";"3";"3";"5";;;"krvs"
"81";"JLB013";"Němčina odborná I";;"Křenková Dagmar";"4";"3";NULL;NULL;NULL;"4";"4";"4";"1";"4";"4";"4";"4";;;"kjp"
"82";"JMB242";"Balkán po roce 1989";"Hofmeisterová,K.,Karasová,N.,Procházka,J.,Šisler,F.,Asavei,M.,Heler,D.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"5";"5";"Přístup přednášejících ke studentům, rozdílné vyučující - odborníky na dané téma";"zaměřit se více na vývoj Balkánu - faktografii";"krvs"
"83";"JEM003";"Advanced Microeconomics";"Žigraiová,D.,Gjika,D.,Janda Karel,Melikhova,O.";;"3";"4";"4";"5";"4";NULL;NULL;NULL;"1";"3";"5";"3";"3";"Pan Janda je skutečný odborník, jeho výklad není nudný, důkazy provádí precizně. O. Melikhova je velmi dobrá cvičící. Možnost napsat dva testy a skončit.";"Cvičení D. Žigraiové na Classical Demand Theory bylo velmi nepřínosné. Je nutné opravovat testy precizněji, není možné, aby si 10 a více lidí stěžovalo, že jejich testy nejsou opraveny korektně. ";"ies"
"84";"JEM003";"Advanced Microeconomics";;"Gjika,D.,Janda Karel,Melikhova,O.,Žigraiová,D.";NULL;NULL;NULL;NULL;NULL;"3";"3";"3";NULL;NULL;NULL;NULL;NULL;;;"ies"
"85";"JMB011";"Moderní dějiny Ruska";"Litera Bohuslav,Pečenka Marek";;"4";"5";"5";"5";"4";NULL;NULL;NULL;"1";"5";"1";"5";"3";;"Jako závěrečnou zkoušku bych preferovala ústní zkoušku namísto eseje. ";"krvs"
"86";"JEM004";"Advanced Macroeconomics";"Baxa,J.,Hromádková,E.";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"1";"4";"3";"5";"4";"Velmi dobře vymyšlený kurz, oba přednášející jsou velmi milí a jejich přednášky jsou zajímavé. Empirické semináře. Gretl. Využití moodlu a zpětné vazba. Cvičení T. Trocha byla excelentní. Zvěřejnění teoretických otázek předem. ";"Možnost předtermínu pro všechny před Vánoci. J. Jopová se snažila, ale její cvičení nebyla příliš přínosná. P. Baxa by se neměl tolik věnovat propočítávání modelů, když je to na úkor nestihnutí části látky z přednášky.";"ies"
"87";"JEM004";"Advanced Macroeconomics";;"Baxa,J.,Hromádková,E.";NULL;NULL;NULL;NULL;NULL;"3";"4";"3";NULL;NULL;NULL;NULL;NULL;;;"ies"
"88";"JEB016";"History of Economic Thought";"Horvath,J.,Skuhrovec,J.";;"3";"2";"3";"3";"2";NULL;NULL;NULL;"1";"4";"2";"4";"3";;;"ies"
"89";"JEB022";"Institutional Economics";"Schwarz,J.";;"4";"2";"4";"4";"3";NULL;NULL;NULL;"1";"5";"3";"4";"4";"Academic reading.";"Na prednasky nebyla velka motivace chodit, je rozhodne prostor pro vylepseni. Mozna zkusit zapojit vice studenty? Pokud by se alepson par studentu zapojilo do odpovidani na Vase otazky, mohlo by to byt ve vysledku zajimavejsi a prinosnejsi.";"ies"
"90";"JMB013";"Moderní dějiny středo- a jihovýchodní Evropy";"Švec,L.,Balla,P.";;"4";"5";"5";"4";"4";NULL;NULL;NULL;"2";"5";"3";"5";"4";;;"krvs"
