"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"54";"JSM005";"Sociální struktura ČR: stav, vývoj, srovnání  s EU";"Tuček,M.";;"1";"1";"1";"2";"1";NULL;NULL;NULL;"1";"1";"1";"1";"1";"Kurz by měl převzít některý ze schopnějších pedagogů nebo by měl být úplně zrušen.";"Obsah kurzu byl dost vágní, pan docent vykládal náhodné záležitosti podle nedodělaných tabulek z CVVM. Výklad byl nudný, nezajímavý a neměl žádnou hodnotu. Navíc jsem byla na kurzu šokována šovinistickými výroky pana docenta (např. \"holky prostě mají buňky na to krasobruslení\") a popírání existence genderových nerovností na základě výzkumů provedených jím a jeho kolegy v minulém století. Mrzí mě, že všechny jeho hodin probíhají stejným stylem a že se pan docent podobných výroků dopouští a to před studenty sociologie. Kdybych neměla obavy o své budoucí studium, stěžovala bych si na něj, nestojím ale o problémy. Zkouška probíhala na základě zvláštní diskuze nad reflexemi z hodin, známky vyučující dával podle nálady. Sice je hezké, že většina studentů má radost, že se na takovou zkoušku nemusí učit, ale já bych radši ocenila přínosný kurz a náročnější zkoušku, než tohle.";"ks"
"55";"JLB001";"Angličtina pro sociology I";;"Klírová,M.";"4";"2";NULL;NULL;NULL;"5";"5";"4";NULL;"4";"4";"5";"3";;;"cjp"
"56";"JPM574";"Moderní strany a stranické systémy v Evropě";"Brunclík,M.";;"4";"2";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"5";;;"kp"
"57";"JSM016";"Sociology of Science and Scientific Knowledge";;"Maršálek,J.";"3";"4";NULL;NULL;NULL;"4";"5";"4";"1";"3";"4";"3";"2";;;"ks"
"58";"JEB023";"Úvod do studia práva";"Pražák,P.,Wintr,J.";;"2";"3";"5";"4";"1";NULL;NULL;NULL;"1";"1";"1";"1";"2";;;"ies"
"59";"JPM579";"Teorie politických stran";"Perottino,M.";;"4";"2";"5";"5";"3";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kp"
"60";"JLB099";"Rozřazovací test z angličtiny";;"Štěpánková,D.";"3";"3";NULL;NULL;NULL;"3";"3";"1";"1";"1";"1";"1";"3";;;"cjp"
"61";"JSM103";"Academic Writing";;"Blokker,P.";"3";"3";NULL;NULL;NULL;"4";"4";"3";"2";"3";"4";"2";"3";;;"ks"
"62";"JSM031";"Analytické metody výzkumu pro mgr.";"Jeřábek,H.";"Daneš,D.";"4";"5";"3";"4";"3";"5";"5";"5";"2";"4";"4";"4";"5";"Semináře s Danešem";;"ks"
"63";"JPM348";"Nové přístupy k místní správě a přímá volba starostů";;"Jüptner,P.";"4";"3";NULL;NULL;NULL;"5";"5";"4";"1";"4";"4";"4";"4";;;"kp"
"64";"JSM312";"Electoral, Market, Media and Social Research: Paul Lazarsfeld's Methodology";"Jeřábek,H.";;"4";"3";"3";"5";"4";NULL;NULL;NULL;"2";"4";"3";"4";"4";;;"ks"
"65";"JEB055";"Seminář k aktualitám I";;"Vyhnánek,T.";"4";"1";NULL;NULL;NULL;"5";"5";"3";"1";"3";"2";"2";"5";;;"ies"
"66";"JMB529";"Současná západní Evropa";"Rovná,L.,Váška,J.";;"4";"3";"5";"4";"2";NULL;NULL;NULL;"1";"5";"4";"5";"4";;;"kzs"
"67";"JSM421";"Contemporary social theory";"Balon,J.";;"4";"3";"3";"5";"3";NULL;NULL;NULL;"2";"4";"3";"4";"4";;;"ks"
"68";"JEB998";"Úvod do ekonomie";"Kameníček,J.";;"2";"3";"2";"1";"2";NULL;NULL;NULL;"1";"4";"3";"3";"2";;"Vyměnit vyučujícího.";"ies"
"69";"JEB058";"Seminář matematické analýzy I";;"Stráský,J.";"4";"3";NULL;NULL;NULL;"5";"5";"3";"1";"3";"3";"3";"5";;;"ies"
"70";"JPM344";"Diplomní seminář II.";;"Brunclík,M.,Franěk,J.,Hroch,M.,Charvát,J.,Jüptner,P.,Kofroň,J.,Kotábová,V.,Krausz Hladká,M.,Kubátová,H.,Kučera,J.,Landovský,J.,Mlejnek,J.,Perottino,M.,Riegl,M.,Romancov,M.,Říchová,B.,Salamon,J.,Shavit,A.,Švec,K.";"3";"2";NULL;NULL;NULL;"5";"5";"5";"1";"3";"3";"3";"5";;;"kp"
"71";"JSM480";"Evaluation Research";;"Remr,J.";"3";"4";NULL;NULL;NULL;"3";"3";"3";"2";"3";"3";"3";"2";;;"ks"
"72";"JLB019";"Francouzština odborná I";;"Bosáková,L.";"4";"2";NULL;NULL;NULL;"5";"5";"4";"1";"3";"3";"3";"4";"Pozitivní přístup vyučující, poměrně zajímavé materiály k výuce, poutavost hodin.";"Největším problémem je velký rozdíl v jazykových znalostech studentů - pro některé mméně zdatané je kurz příliš náročný, pro ty, kteří mluví dobře, je kurz bohužel již trochu nudný. Ocenil bych více diskuzí.";"cjp"
"73";"JSM554";"Diplomový seminář";;"Tuček,M.";"3";"2";NULL;NULL;NULL;"3";"5";"4";"1";"2";"4";"2";"5";;;"ks"
"74";"JLB001";"Angličtina pro sociology I";;"Klírová,M.";"3";"3";NULL;NULL;NULL;"3";"4";"4";"1";"3";"4";"3";"3";;;"cjp"
"75";"JMB530";"Současná Severní Amerika";"Calda,M.";;"3";"4";"5";"2";"4";NULL;NULL;NULL;"1";"2";"5";"3";"2";;;"kas"
"76";"JJB135";"Filmový seminář I";;"Šobr,M.";"5";"1";NULL;NULL;NULL;"3";"3";"1";"1";"2";"2";"2";"5";;;"kz"
"77";"JPM721";"Komparace ekonomik zemí EU";"Kučerová,I.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"Paní doktorka Kučerová má opravdu široký záběr a informace umí předávat v souvislostech. Kurs hodnotím velmi kladně.";;"kmv"
"78";"JMB528";"Současné problémy německy mluvících zemí";"Nigrin,T.";;"4";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"4";;;"knrs"
"79";"JJB238";"Kritika marketingové komunikace";"Rosenfeldová,J.";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"3";"3";"3";"5";"5";"základni znalosti filozofie";"podrobnost informací";"kmkpr"
"80";"JSM312";"Electoral, Market, Media and Social Research: Paul Lazarsfeld's Methodology";"Jeřábek,H.";;"3";"2";"4";"5";"4";NULL;NULL;NULL;"1";"2";"3";"4";"3";"Prezentace studentů";"Chtělo by to kurz více odlišit od jiných kurzů pana profesora. Kurz je sice zajímavý a přínosný, ale má velmi podobnou koncepci jeho jiným kurzům.";"ks"
"81";"JMB513";"Soudobé dějiny Dálného východu";"Sýkora,J.";;"4";"3";"5";"5";"2";NULL;NULL;NULL;"1";"4";"5";"4";"4";;;"kas"
"82";"JSB529";"Úvod do empirického výzkumu pro sociology";"Hájek,M.,Jeřábek,H.";"Rössler,J.";"4";"3";"4";"5";"3";"5";"4";"5";"3";"4";"5";"4";"5";;;"ks"
"83";"JSM005";"Sociální struktura ČR: stav, vývoj, srovnání  s EU";"Tuček,M.";;"5";"1";"5";"5";"5";NULL;NULL;NULL;"1";"5";"2";"4";"5";"Příklady z českých výzkumů k dané tématice, historický vývoj problematiky.";"Nic";"ks"
"84";"JEM003";"Advanced Microeconomics";"Janda,K.,Melikhova,O.";"Janda,K.,Melikhova,O.";"4";"5";"5";"5";"2";"5";"5";"5";"1";"2";"3";"2";"1";"Oxana is great teacher";"material is hard and I dont believe its useful in real life";"ies"
"85";"JSM554";"Diplomový seminář";;"Remr,J.";"4";"5";NULL;NULL;NULL;"5";"5";"5";"2";"4";"4";"4";"5";"Prezentace studentů";;"ks"
"86";"JSB007";"Dějiny sociologie I";"Šanderová,J.";"Veselský,M.";"4";"2";"5";"4";"4";"4";"5";"5";"3";"4";"4";"4";"4";;;"ks"
"87";"JSM573";"Výzkumné kolokvium AVM I";;"Remr,J.";"5";"4";NULL;NULL;NULL;"5";"5";"5";"2";"5";"5";"5";NULL;;;"ks"
"88";"JSB025";"Sociální problémy";"Frič,P.";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"1";"5";"4";"4";"4";;;"kvsp"
"89";"JEM005";"Advanced Econometrics";"Baruník,J.,Hronec,M.,Kraicová,L.,Kurka,J.,Nevrla,M.";"Hronec,M.,Kraicová,L.,Kurka,J.,Nevrla,M.";"5";"5";"5";"5";"4";"5";"5";"5";"1";"5";"5";"5";"1";"Mr.Barunik is very sexy";;"ies"
"90";"JSM568";"Výzkumné kolokvium SAQ I";;"Numerato,D.";"4";"3";NULL;NULL;NULL;"4";"5";"4";"2";"3";"4";"3";"4";"Velmi oceňuji možnost zapojení do \"reálného\" výzkumu financovaného GAČRem. Propojení výuky s praxí je důležité.";"Chápu, že je velmi obtížné dodržovat harmonogram výzkumu a že situace se vyvíjí, ale není úplně ideální, pokud se předmět táhne až do zkouškového a možná až do dalšího semestru.";"ks"
"91";"JJB240";"Marketing a tvorba značky";"Průša,P.";;"3";"2";"3";"5";"2";NULL;NULL;NULL;"1";"3";"1";"3";"3";"prezentace vlastního hodnocení značky";"Méně rozebírat teoretické koncepty, o kterých si stejně říkáme, že prakticky nefungují a více rozebírat věci na příkladech reálných značek.";"kmkpr"
"92";"JSB028";"Informační gramotnost";"Tomandlová,V.";;"4";"2";"4";"4";"5";NULL;NULL;NULL;"1";"1";"4";"1";"4";;;"kvsp"
"93";"JJB035";"Odvětvové zpravodajství - ekonomie";"Kameníček,J.";;"4";"3";"4";"2";"4";NULL;NULL;NULL;"1";"4";"4";"4";"2";;;"kz"
"94";"JSB530";"Úvod do sociologického myšlení";"Bureš,J.,Numerato,D.";"Bureš,J.";"3";"2";"2";"4";"2";"4";"5";"4";"3";"4";"5";"5";"4";;;"ks"
"95";"JLB003";"Angličtina pro ekonomy I";;"Poslušná,L.";"5";"3";NULL;NULL;NULL;"5";"5";"4";"1";"4";"3";"3";"5";"Měla jsem paní Poslušnou a hodiny byly zábavné a hlavně paní Poslušná byla hrozně přívětivá a milá ke studentům.";;"cjp"
"96";"JEM017";"Business Cycles Theory";"Baxa,J.,Kučera,A.,Vácha,L.";;"3";"4";"3";"3";"3";NULL;NULL;NULL;"1";"3";"3";"2";"1";;;"ies"
"97";"JSM572";"Sociologie organizací";"Čada,K.";;"3";"4";"4";"5";"4";NULL;NULL;NULL;"2";"4";"3";"3";"2";;;"ks"
"98";"JSM095";"Study of Political Mobilization and Social Movements";"Císař,O.";;"5";"4";"4";"3";"4";NULL;NULL;NULL;"3";"4";"4";"4";"5";;;"ks"
"99";"JLB037";"Italština I";;"Přívozníková,P.";"5";"3";NULL;NULL;NULL;"5";"5";"5";"1";"4";"4";"3";"5";"Skvělý přístup vyučující, snaha vyjít všem vstříc a učinit hodiny zajímavé. Zábavné hodiny a zajímavé materiály. Dobrá kombinace všech prvků - videa, texty, poslech, konverzace.";"Problémem opravdu velké rozdíly ve znalostech studentů. Kurz nebyl vyhrazen pouze studentům na úrovni \"mírně pokročilí\", ale nacházela se zde celá řada naprostých začátečníků, což výuku lehce komplikovalo.";"cjp"
"100";"JLB039";"Ruština odborná I - nižší";;"Mistrová,V.";"4";"3";NULL;NULL;NULL;"5";"5";"4";"1";"3";"3";"3";"4";;;"cjp"
"101";"JEM034";"Corporate Finance";"Bychkova,O.,Malířová,T.";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"ies"
"102";"JJB135";"Filmový seminář I";;"Šobr,M.";"5";"2";NULL;NULL;NULL;"4";"2";"3";"1";"3";"3";"3";"5";;;"kz"
"103";"JEM035";"Financial Markets Instruments I";"Dědek,O.,Poláková,N.,Polák,P.";"Dědek,O.,Poláková,N.,Polák,P.";"4";"5";"3";"3";"3";"3";"3";"3";"1";"4";"4";"4";"1";;;"ies"
"104";"JSB998";"Úvod do sociologie";"Soukup,P.";;"5";"2";"5";"5";"2";NULL;NULL;NULL;"1";"3";"2";"3";"5";;;"ks"
"105";"JSB051";"Úvod do sociální antropologie";"Uherek,Z.";"Hrešanová,E.";"5";"4";"4";"5";"5";"4";"5";"4";"1";"5";"4";"5";"5";;;"ks"
"106";"JSM421";"Contemporary social theory";"Balon,J.";;"4";"5";"5";"4";"5";NULL;NULL;NULL;"2";"5";"4";"5";"4";;;"ks"
"107";"JPB202";"Politické strany v Evropě";"Perottino,M.";;"1";"1";"3";"5";"1";NULL;NULL;NULL;"2";"2";"1";"1";"1";;"Kurz je příliš obecný a neposkytuje studentům žádné informace, které nejsou v prvnich 3 větách u dané věci na wikipedii. Kurz by se měl zaměřit na fungování stran, jak analyzovat strany a typologii stran";"kp"
"108";"JLB005";"Angličtina pro politology I";;"Stružková,I.";"5";"3";NULL;NULL;NULL;"5";"5";"5";"1";"4";"4";"4";"5";;;"cjp"
"109";"NMMA701";"Matematika 1";"Spurný,J.";"Honzík,P.";"5";"5";"5";"5";"5";"5";"5";"5";"1";"5";"4";"3";"5";;;"ies"
"110";"JEB998";"Úvod do ekonomie";"Kameníček,J.";;"3";"4";"4";"2";"1";NULL;NULL;NULL;"1";"1";"1";"1";"1";;;"ies"
"111";"JPB011";"Politická geografie I";"Romancov,M.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"2";"5";"4";"5";"5";;;"kp"
"112";"JEM062";"Introductory Econometrics";"Kukačka,J.";"Kukačka,J.";"5";"4";"5";"5";"5";"5";"5";"5";"1";"5";"5";"5";"5";"Jiri Kukacka is talented teacher. Always explains material clearly. And always glad to explain again.";;"ies"
"113";"JJB040";"Kreativita v jazyce";"Šoltys,O.";;"4";"2";"3";"3";"3";NULL;NULL;NULL;"2";"3";"3";"2";"4";"Výběr témat, které na jednotlivé hodiny zpracovat.";;"kz"
"114";"JSB529";"Úvod do empirického výzkumu pro sociology";"Hájek,M.,Jeřábek,H.";"Přibáňová,T.";"4";"5";"5";"4";"5";"5";"5";"5";"1";"4";"5";"4";"5";;;"ks"
"115";"JSB536";"Základy logiky a matematiky";"Hendl,J.";"Záhlava,J.";"4";"3";NULL;NULL;NULL;"4";"5";"5";"1";"5";"5";"3";"5";;;"ks"
"116";"JSM477";"Sociology of Critique";"Blokker,P.";;"4";"5";"5";"5";"4";NULL;NULL;NULL;"1";"5";"3";"5";"4";;;"ks"
"117";"JJB276";"Public relations v praxi";;"Hejlová,D.";"4";"3";NULL;NULL;NULL;"5";"5";"5";"3";"5";"5";"5";"5";"Hosté a obsah přednášek";"Hosté často nevěděli jak hodnotit úkoly, které zadal host před nimi.Zbytečně moc času jsme strávili sledováním prezentací ostatních studentů, přestože v nich bylo, to samé.Myslím, že by bylo lepší neztrácet čas prezentováním průběžných úkolů a mít jeden větší velký projekt na konci.";"kmkpr"
"118";"JEB998";"Úvod do ekonomie";"Kameníček,J.";;"2";"4";"4";"2";"2";NULL;NULL;NULL;"1";"3";"2";"3";"2";;"Komunikaci vyučujícího se studenty.";"ies"
"119";"JPB018";"Dějiny mezinárodních vztahů I";"Soukup,J.";;"5";"2";"4";"5";"4";NULL;NULL;NULL;"3";"4";"3";"5";"5";;;"kmv"
"120";"JJB050";"Tvůrčí dílny tisk";"Kubík,J.,Osvaldová,B.";;"4";"2";"3";"4";"4";NULL;NULL;NULL;"1";"3";"4";"3";"4";;;"kz"
"121";"JEM132";"Company Valuation";"Astakhov,A.,Cazachevici,A.,Čornanič,A.,Hildebrandt,B.,Chalupka,R.,Kolouchová,P.,Novák,J.,Polyák,O.,Wang,Y.";;"2";"5";"4";"4";"4";NULL;NULL;NULL;"1";"3";"3";"3";"1";;"Project is too demanding. Too much accounting";"ies"
