"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"17";"JSM527";"Metody analýzy a tvorby politik II.";"Veselý";"Kohoutek";"5";"5";"5";"5";"5";"3";"4";"4";"1";"5";"5";"5";"5";"praktičnost, to, že si na úkolech vše sami zkusíme";;"kvsp"
"18";"JSM527";"Metody analýzy a tvorby politik II.";"Veselý";"Klusáček";"5";"5";"5";"5";"5";"4";"4";"4";"1";"5";"5";"4";"5";;;"kvsp"
"19";"JSM527";"Metody analýzy a tvorby politik II.";"Veselý";"Hejzlarová";"5";"5";"5";"5";"5";"5";"5";"5";"1";"5";"5";"5";"5";;;"kvsp"
"20";"JSM527";"Metody analýzy a tvorby politik II.";"Veselý";"Klusáček";"4";"5";"5";"5";"5";"3";"4";"4";"1";"5";"4";"4";"5";;;"kvsp"
"21";"JSM527";"Metody analýzy a tvorby politik II.";"Veselý";"Zelinková";"5";"5";"5";"5";"5";"5";"5";"5";"1";"5";"5";"5";"5";;;"kvsp"
"22";"JSM527";"Metody analýzy a tvorby politik II.";"Veselý";"Zelinková";"5";"4";"5";"5";"5";"5";"5";"5";"1";"5";"5";"5";"5";;;"kvsp"
"23";"JSM527";"Metody analýzy a tvorby politik II.";"Veselý";"Hejzlarová";"5";"4";"5";"5";"5";"4";"4";"5";"2";"5";"5";"4";"5";"tu těžkou práci";"dal bych ho častěji než 3 krát za semsetr";"kvsp"
"24";"JSM527";"Metody analýzy a tvorby politik II.";"Veselý";"Klusáček";"4";"3";"5";"5";"4";"4";"4";"4";"1";"3";"4";"3";"4";;;"kvsp"
"25";"JSM527";"Metody analýzy a tvorby politik II.";"Veselý";"Klusáček";"5";"4";"5";"5";"5";"5";"5";"5";"1";"5";"5";"5";"5";;;"kvsp"
"26";"JSM527";"Metody analýzy a tvorby politik II.";"Veselý";"Klusáček";"5";"3";"5";"5";"5";"5";"5";"4";"1";"3";"4";"4";"1";"měla by být častěji, delší čas na cvičení";;"kvsp"
"27";"JSM644";"Základy politologie";"Kotlas";;"4";"1";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";"forma zkoušky, bloková výuka";"před výukou dát studentům podklady k nastudování, seznam literatury není potřeba probírat na přednášce";"kvsp"
"28";"JSM644";"Základy politologie";"Kotlas";;"4";"2";"4";"5";"5";NULL;NULL;NULL;"1";"4";"2";"4";"5";;;"kvsp"
"29";"JSM644";"Základy politologie";"Kotlas";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"kvsp"
"30";"JSM644";"Základy politologie";"Kotlas";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"4";"5";;;"kvsp"
"31";"JSM644";"Základy politologie";"Kotlas";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";"5";;"více propojit s aktuálním děním jinak dobré :)";"kvsp"
"32";"JSM644";"Základy politologie";"Kotlas";;"4";"2";"4";"5";"5";NULL;NULL;NULL;"1";"4";"4";"4";"5";;;"kvsp"
"33";"JSM644";"Základy politologie";"Kotlas";;"5";"5";"5";"5";"4";NULL;NULL;NULL;"1";"5";"5";"4";"5";;;"kvsp"
"34";"JSM644";"Základy politologie";"Kotlas";;"4";"2";"3";"5";"4";NULL;NULL;NULL;"1";"4";NULL;"4";"3";;;"kvsp"
"35";"JSM644";"Základy politologie";"Kotlas";;"4";"4";"4";"5";"5";NULL;NULL;NULL;NULL;"5";NULL;"4";NULL;;;"kvsp"
"36";"JSM644";"Základy politologie";"Kotlas";;"4";"5";"5";"5";"4";NULL;NULL;NULL;"1";"4";NULL;"4";"4";;;"kvsp"
"37";"JSM644";"Základy politologie";"Kotlas";;"3";"3";"4";"5";"5";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kvsp"
"38";"JSM644";"Základy politologie";"Kotlas";;"4";"1";"4";"5";"3";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kvsp"
"39";"JSM644";"Základy politologie";"Kotlas";;"4";"4";"3";"5";"4";NULL;NULL;NULL;"1";"4";"2";"3";"4";;;"kvsp"
"40";"JSM644";"Základy politologie";"Kotlas";;"4";"2";"3";"5";"4";NULL;NULL;NULL;"1";"3";"2";"4";"4";;;"kvsp"
"41";"JSM644";"Základy politologie";"Kotlas";;"4";"3";"4";"4";"3";NULL;NULL;NULL;"1";"3";"3";"4";"3";;;"kvsp"
"42";"JSM528";"Seminář k diplomové práci I.";;"Háva";"5";"2";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";"možnost praktického nácviku prezentace DP";;"kvsp"
"43";"JSM528";"Seminář k diplomové práci I.";;"Háva";"4";"3";NULL;NULL;NULL;"4";"4";NULL;"1";"4";"4";"3";"4";;;"kvsp"
"44";"JSM528";"Seminář k diplomové práci I.";;"Háva";"5";"4";NULL;NULL;NULL;"4";"5";"4";"1";"5";"5";"5";"5";;;"kvsp"
"45";"JSM528";"Seminář k diplomové práci I.";;"Háva";"4";"3";NULL;NULL;NULL;"4";"4";"4";"1";"5";"4";"4";"4";;;"kvsp"
"46";"JSM528";"Seminář k diplomové práci I.";;"Háva";"2";NULL;NULL;NULL;NULL;"2";"4";"2";"1";"2";"2";"2";"2";"podklady jsou dobré , ale přednášející nedokážou v hodinách sdělit to podstatné způsobem tak aby se to dalo využít v praxi. Rozebírání tezí studentů je velmi přínosné !";"více konkrétních případů- ukazovat vše na příkladech- dipl. Pracích. Nepřednášet, ale dávati malé cvičení, zkoušet formulovat výzkumný problém, otázky, opravovat špatně formulované, záměr kurzu dobrý ale forma potřebuje změnit";"kvsp"
"47";"JSM528";"Seminář k diplomové práci I.";;"Háva";"4";"4";NULL;NULL;NULL;"4";"4";"4";"1";"4";"4";"4";NULL;;;"kvsp"
"48";"JSM528";"Seminář k diplomové práci I.";;"Háva";"4";"3";NULL;NULL;NULL;"5";"5";"2";NULL;"3";"3";"3";"5";;;"kvsp"
"49";"JSM528";"Seminář k diplomové práci I.";;"Háva";"4";"3";NULL;NULL;NULL;"4";"5";"3";"1";"4";"4";"4";"4";;;"kvsp"
"50";"JSM528";"Seminář k diplomové práci I.";;"Háva";"5";"5";NULL;NULL;NULL;"5";"5";"5";"1";"5";"4";"4";"5";;;"kvsp"
"51";"JSM696";"Kvalita života";"Kalous";;"3";"3";"4";"4";"3";NULL;NULL;NULL;NULL;"3";"2";"2";"4";;;"kvsp"
"52";"JSM696";"Kvalita života";"Kalous";;"4";"3";"4";"5";"3";NULL;NULL;NULL;"1";"2";"3";"2";"4";;;"kvsp"
"53";"JSM696";"Kvalita života";"Kalous";;"4";"2";"4";"4";"3";NULL;NULL;NULL;"1";"3";"3";"4";"5";;;"kvsp"
"54";"JSM696";"Kvalita života";"Kalous";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"5";"exkurze";;"kvsp"
"55";"JSM696";"Kvalita života";"Kalous";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";NULL;NULL;NULL;"5";"exkurze";;"kvsp"
"56";"JSM696";"Kvalita života";"Kalous";;"4";"4";NULL;NULL;NULL;NULL;NULL;NULL;"1";"4";"4";"3";"5";;;"kvsp"
"57";"JSM696";"Kvalita života";"Kalous";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"spůsob výuky, výlety do terénu";"dať k dispozicii vice rozširujúcej literatury online";"kvsp"
"58";"JSM696";"Kvalita života";"Kalous";;"3";"3";"3";"3";"2";NULL;NULL;NULL;"1";"3";"3";"3";"3";"exkurze";"větší objektivitu a více strukturované a fokusované přednášky";"kvsp"
"59";"JSM696";"Kvalita života";"Kalous";;"5";"2";"5";"5";"4";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"kvsp"
"60";"JSM696";"Kvalita života";"Kalous";;"5";"2";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"4";"5";"exkurze- Bohnice a 'fiřice', 4P, závěrečná prezentace !";;"kvsp"
"61";"JSM696";"Kvalita života";"Kalous";;"5";"3";"5";"4";"4";NULL;NULL;NULL;"1";"5";"4";"4";"5";"atraktivní způsob výuky, prostor pro diskuzi, propojování různých oborů a disciplín";"udělat nějaké závěry z diskuzí, čmž by se mohla vzbudit větší angažovanost v problematice";"kvsp"
"62";"JSM696";"Kvalita života";"Kalous";;"5";"4";"4";"4";"5";NULL;NULL;NULL;"1";"5";"3";"3";"5";"rozhodně exkurze mimo školu- hlavně návštěva vězení byla zajímavá a přínosná";;"kvsp"
"63";"JSM696";"Kvalita života";"Kalous";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"5";"5";;;"kvsp"
"64";"JSM696";"Kvalita života";"Kalous";;"5";"2";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"5";;;"kvsp"
"65";"JSM696";"Kvalita života";"Kalous";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"návštěvy mimo Jinonice :) všechny";;"kvsp"
"66";"JSM696";"Kvalita života";"Kalous";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"3";"3";"3";"5";"prostor pro diskuzi";;"kvsp"
"67";"JSM696";"Kvalita života";"Kalous";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";"5";;;"kvsp"
"68";"JSM696";"Kvalita života";"Kalous";;"4";"3";"5";"5";"3";NULL;NULL;NULL;"1";"3";"4";"4";"4";;;"kvsp"
"69";"JSM696";"Kvalita života";"Kalous";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"1";"3";"3";"3";"4";;;"kvsp"
"70";"JSM696";"Kvalita života";"Kalous";;"3";"2";"3";"4";"3";NULL;NULL;NULL;"1";"3";"2";"2";"2";"navrhuji zachovat exkurze jako prvek jež tento kurz zásadně pozvedá";"méně obecných tlachů o ničem. Recitování  básní má spíšeopačný efekt, než je zamýšleno";"kvsp"
"71";"JSM696";"Kvalita života";"Kalous";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"5";"5";"skvělý kurz, který nutí přemýšlet:)";;"kvsp"
"72";"JSM696";"Kvalita života";"Kalous";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"1";"2";"2";"2";"5";;;"kvsp"
"73";"JSM696";"Kvalita života";"Kalous";;"5";"5";"4";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"5";"exkurze, jsou super";"trochu víc souvislé teorie, něco uchopitelného, ne změť všemožných ne-kvalitních životů";"kvsp"
"74";"JSM696";"Kvalita života";"Kalous";;"4";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";NULL;"exkurze, filosofické myšlení";"jednotný koncept";"kvsp"
"75";"JSM696";"Kvalita života";"Kalous";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"kurz je sám o sobě naprosto výborný";;"kvsp"
"76";"JSM696";"Kvalita života";"Kalous";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"hlavně asi výběr témat a interaktivní prvky ve výuce";;"kvsp"
"77";"JSM696";"Kvalita života";"Kalous";;"5";"2";"5";"5";"3";NULL;NULL;NULL;"1";"2";"4";"2";"5";;;"kvsp"
"78";"JSM651";"Politika výzkumu a vývoje";"Vlk";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"4";"5";"přístup přednášejícího ke studentům. Formu výuky";"navrhuji přidat navazující kurz se zaměřením na vysokoškolskou politiku se stejným pedagogem";"kvsp"
"79";"JSM651";"Politika výzkumu a vývoje";"Vlk";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"4";"5";"zkušenosti vyučujícího, návštěvy lidí z oboru";;"kvsp"
"80";"JSM651";"Politika výzkumu a vývoje";"Vlk";;"5";"3";"4";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";"návštěvy odborníků a lidí z praxe";;"kvsp"
"81";"JSM651";"Politika výzkumu a vývoje";"Vlk";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";"přístup vyučujícího, podobu průběžných úkolů, hosté z praxe";;"kvsp"
"82";"JSM651";"Politika výzkumu a vývoje";"Vlk";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";"zkušenosti přednášejícího z praxe a návštěvy lidí z různých oblastí na přednáškách";;"kvsp"
"83";"JSM651";"Politika výzkumu a vývoje";"Vlk";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";NULL;"podpora kreativity a kritického myšlení v obecném smyslu, rozšíření znalostí z oblasti politiky vědy a výzkumu";;"kvsp"
"84";"JSM651";"Politika výzkumu a vývoje";"Vlk";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"4";"5";"forma hodiny je dobrá, studenti se zčásti učí sami od sebe (pod dohledem a s podporou učitele), čímž je podle mě relativně dobře využitý čas prezenčního studia. Studenty to více motivuje dobře se připravit, lépe se rozvíjí jejich kompetence";;"kvsp"
"85";"JSM651";"Politika výzkumu a vývoje";"Vlk";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"elán a humor přednášejícího :)";;"kvsp"
"86";"JSM651";"Politika výzkumu a vývoje";"Vlk";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"4";"5";"pozitivní přístup přednášejícího";;"kvsp"
"87";"JSM651";"Politika výzkumu a vývoje";"Vlk";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";"5";"hosty";"chtělo by to důkladnější zavěrečnmé shrnutí, protože hodně nových informací, které není úplně snadné zpracovat, bylo by super kurz víc propojit s policy analysis / public policy a jejich teoriemi, jak jsou vyučovány v našich povinných kurzech  (pp,mtp, map, ptp,....)";"kvsp"
"88";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"5";"4";"4";"4";"4";NULL;NULL;NULL;"1";"4";"3";"4";"5";"teacher and general topic";;"kvsp"
"89";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"5";"4";"5";"4";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"writing ACQ is, lot of work at the beginning, less during exam period";"lecturer should ask more concerte questions- to avoid misunderstanding of his arguments";"kvsp"
"90";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";NULL;"structure, positive atmosphere,  justified and clear requirements";;"kvsp"
"91";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"1";"5";"4";"4";"5";"really interesting courses";"maybe a little bit more easy topics, sometimes is difficult to understand";"kvsp"
"92";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"5";"5";"5";"5";NULL;NULL;NULL;NULL;"1";"5";"5";"5";"5";"interactiveness (discussions, feedback 'neekly 'assignments)";;"kvsp"
"93";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"4";"4";"4";"4";"5";NULL;NULL;NULL;"5";"4";"5";"4";"4";"debates";;"kvsp"
"94";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"5";"5";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"5";"5";;;"kvsp"
"95";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"kvsp"
"96";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kvsp"
"97";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"2";"5";"5";"5";"5";;;"kvsp"
"98";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"5";"3";"4";"4";"4";NULL;NULL;NULL;"1";"4";"3";"4";"5";"very critical";;"kvsp"
"99";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"4";"4";"4";"3";"4";NULL;NULL;NULL;"1";"4";"5";"5";"4";"learning about the complexity about minority politics integrations politics";"participates + more encouring for people to dare to speak up in class";"kvsp"
"100";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"4";"3";"4";"2";"4";NULL;NULL;NULL;"1";"4";"3";"4";"4";"HS broad context- many fileds and approaches were brought up. ";"The teacher could have been much more clear of what was expected of student, how the assignement + essay + presentation should be dare and how ….were decided";"kvsp"
"101";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"5";"4";"5";"5";"4";NULL;NULL;NULL;"1";"5";"4";"5";"5";"kept me working and in a work relation with my classmates";"the professor speaks too fast";"kvsp"
"102";"JSM628";"European policies and practice towards ethnic minorities";"Mikeš";;"5";"4";"5";"4";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"discussions sections with both the lecturer ask classmates";"nothing to add, course is well balanced";"kvsp"
"103";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"5";"4";"5";"5";"4";NULL;NULL;NULL;"2";"5";"5";"5";"5";;;"kvsp"
"104";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"1";"4";"5";"3";"5";;;"kvsp"
"105";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"2";"4";"3";"3";"5";"projekty, semináře (prezeentace), je to fajn :)";;"kvsp"
"106";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"1";"4";"2";"4";"3";"vztažení na současnou situaci ve společnosti, prezentace se současnými / aktualizovanými grafy";;"kvsp"
"107";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";"4";;;"kvsp"
"108";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"3";"4";"4";"4";NULL;NULL;NULL;NULL;"5";"3";"4";"4";;"ocenil bych věnovat  určitou část přednášek diskuzi, většinou je prentace akorát na přidělený čas";"kvsp"
"109";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"4";"3";"4";"3";NULL;NULL;NULL;"1";"4";"3";"4";"4";"koncepci kurzu na perspektivu konkrétních ejedinců, jak svou situaci vnímají, průběžné zpracovávání závěrečné týmové práce";"na první a druhé hodině bychom potřebovali více podpory pro výběr vhodného tématu práce (kolektivní brainstorming, skupinové debaty, konzultace, první prezentace dříve?), abychom to nemuseli měnit v půlce semestru, prezentcae by možná nemusely být bodované, přednášky by mohly být víc soustředěny na situaci cílových populací a méně na soc. politiku";"kvsp"
"110";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"2";"4";"4";"5";"5";"přístup vyučujícího";;"kvsp"
"111";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"2";"4";"5";"4";"4";"přístup vyučujícího";;"kvsp"
"112";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"5";"4";"5";"5";"4";NULL;NULL;NULL;"1";"4";"5";"4";"5";"přednášky s problémem, vlastní výzkum, kurz mi naprosto vyhovuje";;"kvsp"
"113";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"4";NULL;"5";"4";NULL;NULL;NULL;"1";"4";"4";"5";"4";"zvaní hostů na přednášky, praktické znalosti";"dát prostor více názorovým proudům na řešení daných prblémů šipka větší kritičnost";"kvsp"
"114";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"3";"3";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"3";;;"kvsp"
"115";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"3";"3";"4";"4";"4";NULL;NULL;NULL;"1";"3";"3";"3";"3";;;"kvsp"
"116";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"2";"3";"2";"4";"2";NULL;NULL;NULL;"1";"1";"2";"2";"1";"pozitivní přístup ke studentům";"přednášející. Chodit na přednášky je úplně zbytečné jelikož vyučující čtou své zastaralé prezentace a pokud pozvou hosta, nechají ho sedět a mlčet, popřípadě opravovat vlastní neznalosti";"kvsp"
"117";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"5";"4";"5";"5";"4";NULL;NULL;NULL;"1";"5";"4";"5";"5";"návštěvy hostů z neziskových organizací a další odborníky";;"kvsp"
"118";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"4";"4";"5";"3";NULL;NULL;NULL;"1";"3";"3";"3";"4";;;"kvsp"
"119";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"kvsp"
"120";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"5";"5";"4";"5";;;"kvsp"
"121";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"4";"5";"4";"5";"5";NULL;NULL;NULL;"1";"4";"4";"4";"5";"zapojení hostů z praxe";;"kvsp"
"122";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"5";"4";"4";"5";"4";NULL;NULL;NULL;"1";"5";NULL;"5";"5";;;"kvsp"
"123";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"5";"4";"4";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";"oceňuji návštěvy hostů !";;"kvsp"
"124";"JSM516";"Sociální politika v perspektivě životního cyklu";"Kotrusová, Dobiášová";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";"hosté na přednáškách, velmi milý přístup";"hodnocení studentů na semináři ostatními- asi více zkreslení než kdyby to bylo lektory";"kvsp"
"125";"JSM607";"Vzdělávací politika v ČR";"Kalous";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"3";"5";"3";"5";"interaktivitu";;"kvsp"
"126";"JSM607";"Vzdělávací politika v ČR";"Kalous";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"4";"5";;;"kvsp"
"127";"JSM607";"Vzdělávací politika v ČR";"Kalous";;"4";"4";"4";"5";"5";NULL;NULL;NULL;"1";"4";"4";"4";"5";"přednášky jednou za 14 dní";;"kvsp"
"128";"JSM607";"Vzdělávací politika v ČR";"Kalous";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"4";"5";"5";"5";;;"kvsp"
"129";"JSM607";"Vzdělávací politika v ČR";"Kalous";;"3";"3";"4";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kvsp"
"130";"JSM607";"Vzdělávací politika v ČR";"Kalous";;"4";"4";"5";NULL;"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kvsp"
"131";"JSM607";"Vzdělávací politika v ČR";"Kalous";;"4";"2";"5";"5";"5";NULL;NULL;NULL;"1";"4";"3";"4";"5";;;"kvsp"
"132";"JSM607";"Vzdělávací politika v ČR";"Kalous";;"4";"3";"3";"5";"5";NULL;NULL;NULL;"1";"5";"4";"4";"3";"návštěvy zajímavých hostů !";"Pan Kalous by mohl více mluvit sám o sobě ";"kvsp"
"133";"JSM607";"Vzdělávací politika v ČR";"Kalous";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"kvsp"
