"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"52";"JPB019";"Dějiny mezinárodních vztahů II";"Soukup,Jaromír";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"3";"5";"2";"5";"5";"Poutavý přednes pana Soukupa dokáže vzbudit zájem o jakékoliv téma";;"kmv"
"53";"JJB070";"Tvůrčí dílny II - televizní";"Lokšík Martin";;"2";"5";"1";"1";"2";NULL;NULL;NULL;"1";"2";"2";"2";"1";;;"kz"
"54";"JEB111";"Advanced Data Analysis in MS Excel";;"Kraicová,L.,Polák,P.";"5";"3";NULL;NULL;NULL;"2";"4";"2";"1";"5";"5";"5";"5";"Skvele vypracovane podklady pro seminare. Kdyz jsme se nemohli zucastnit seminare, dalo se vse snadno dohnat z domova. ";;"ies"
"55";"JMM184";"Současná východní Evropa II";"Horák Slavomír,Šír Jan";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"1";"5";"5";;;"krvs"
"56";"JEB046";"Účetnictví I";"Kemény,I.";;"3";"3";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"3";"3";;;"ies"
"57";"JEB029";"Matematika IV";;"Vlasák,V.";NULL;NULL;NULL;NULL;NULL;"4";"4";"4";NULL;NULL;NULL;NULL;NULL;;;"ies"
"58";"JEB006";"Matematika II";"Bárta,T.";;"4";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";;"Zrusila bych zapocet (povinna ucast na seminarich). ";"ies"
"59";"JLB008";"Angličtina pro IMS II";;"Stružková,I.";"5";"2";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";;;"kjp"
"60";"JPM113";"Geography and Politics in Europe";"Riegl,M.";;"4";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"3";"4";"5";"The course covers very broad area of European geography and politics. Geopolitical theories, historical events, EU institutions, european integration, maps. This is a crucial (introductory) course into the european politics. ";;"kp"
"61";"JEB029";"Matematika IV";"Vlasák,V.";;"5";"5";"4";"4";"5";NULL;NULL;NULL;"1";"5";"5";"4";"5";;;"ies"
"62";"JEB053";"Labour Economics";"Flek,V.";;"2";"3";"2";"2";"1";NULL;NULL;NULL;"2";"3";"2";"3";"2";;;"ies"
"63";"JMM338";"Major Issues in Contemporary Public Debates in the U.S. II";"Anděl Petr";;"3";"3";"3";"3";"3";NULL;NULL;NULL;"2";"4";"4";"4";"4";;;"kas"
"64";"JEB020";"Economic Policy";"Dlouhý,V.,Janský,Petr (ekonom)";;"4";"3";"3";"3";"3";NULL;NULL;NULL;"1";"3";"3";"3";"5";;;"ies"
"65";"JEB103";"Comparative Economics";"Cahlík,T.";;"4";"4";"3";"4";"3";NULL;NULL;NULL;"1";"4";"3";"3";"4";;;"ies"
"66";"JJB306";"Novodobá historie médií";"Bednařík,P.,Končelík,J.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"Velmi zajímavá náplň kurzu, vtipný a svěží výklad obou přednášejících, oceňuji průběžné testy a články k nim, které donutí studenta pracovat a připravovat se po celý semestr.";"Bylo by vhodné zvážit, zda trochu nesnížit náročnost kurzu - vzhledem k časovým možnostem na kombinovaném studiu bylo látky velmi mnoho. Možná by se také vyplatilo rozdělit předmět do dvou semestrů, aby se daná témata mohla obsáhnout podrobněji a bylo na ně více času.";"kms"
"67";"JMB245";"Euroregiony a přeshraniční spolupráce v Evropě";"Novotný,L.";;"4";"2";"3";"4";"3";NULL;NULL;NULL;"3";"3";"2";"4";"4";"Myslím, že je dobře, že je kurz k problematice euroregionů a přeshraniční spolupráce vypisovaný na IMS, líbila se mi i myšlenka propojit obsah kurzu do praxe (exkurze na bavorské zastoupení v Praze, diskuze o aktualitách v euroregionech). ";"Neuškodilo by, kdyby vyučující lépe strukturoval výklad teorie a rozšířil doporučenou literaturu k prohloubení znalostí a oborových souvislostí. ";"knrs"
"68";"JJB265";"Marketing a mediální gramotnost";;"Wolák,R.";"5";"3";NULL;NULL;NULL;"5";"5";"4";"1";"5";"4";"5";"5";"Kurz byl skvěle veden, přístup kantora byl výborný, se vším byl nápocný a vstřícný ";"Není co....ikdyž....možná větší kreditové ohodnocení :-) ";"kmkpr"
"69";"JEB001";"Bachelor´s Thesis Seminar I";;"Cahlík,T.,Cotte,P.";"3";"3";NULL;NULL;NULL;"5";"5";"2";"1";"3";"1";"1";"5";;;"ies"
"70";"JEB010";"Makroekonomie II";;"Hlaváček,M.";"3";"3";NULL;NULL;NULL;"3";"5";"2";"3";"3";"2";"3";"3";;;"ies"
"71";"JJM217";"Čtení textů ke studiu médií - Nová média";;"Jirků,J.";"5";"4";NULL;NULL;NULL;"5";"5";"4";"2";"4";"5";"4";"5";"pan doktor Jirků je super, má dobrý vhled do nových médií a vede studenty zajímavým směrem. Občas na mě možná až moc benevolentní, já bych byl klidně přísnější :-) ale to je čistě subjektivní";"vše super řekl bych:-)";"kms"
"72";"JSB032";"Dějiny sociální antropologie";"Kandert Josef";;"4";"2";"4";"5";"2";NULL;NULL;NULL;"2";"5";"4";"5";"5";"přístup vyučujícího a povinnou četbu";"nevím";"ks"
"73";"JEB002";"Bachelor´s Thesis Seminar II";;"Cahlík,T.";"5";"1";NULL;NULL;NULL;"5";"5";"1";"1";"1";"5";"1";"5";;;"ies"
"74";"JLB036";"Francouzština II";;"Bosáková Lada";"3";"5";NULL;NULL;NULL;"4";"4";"2";"1";"3";"3";"3";"3";;"Nejednotný přístup k žákům, docela vysoké nároky na to, že jde o nejnižší možnou volbu jazyka (podle úrovně)";"kjp"
"75";"JLB030";"Španělština odborná II";;"Mlýnková Ludmila";"5";"3";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"4";"5";;;"kjp"
"76";"JLM001";"Akademická angličtina I";;"Poslušná,L.";"4";"1";NULL;NULL;NULL;"5";"5";"3";"1";"3";"3";"1";"4";"Kurz určitě pomáhá zlepšit studentům psaní akademických prací. Určitě zachovat i prezentace, většina byla opravdu zajímavých.";"Více procvičování akademického psaní. Kurz není příliš náročný, nedonutí studenty k přípravě.";"kjp"
"77";"JEB006";"Matematika II";"Bárta,T.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"ies"
"78";"JSB008";"Dějiny sociologie II";;"Beránková,P.";"5";"3";NULL;NULL;NULL;"5";"5";"5";"1";"5";"4";"4";"5";"přístup cvičící";;"ks"
"79";"JLB002";"Angličtina pro sociology II";;"Štěpánková Dagmar";"3";"3";NULL;NULL;NULL;"4";"4";"5";"1";"3";"4";"3";"4";;;"kjp"
"80";"JEB111";"Advanced Data Analysis in MS Excel";;"Kraicová,L.,Polák,P.";"4";"2";NULL;NULL;NULL;"4";"5";"4";"1";"4";"5";"4";"4";;;"ies"
"81";"JMM294";"Issues in United States National Security Policy";"Raška Francis D.";;"3";"3";"2";"3";"3";NULL;NULL;NULL;"1";"3";"1";"4";"3";"celý koncept předmětu, uspořádání";"profesionálnější a méně zaujatý přístup vyučujícícho (myšleno ve vztahu k tématu, ne ke studentům)";"kas"
"82";"JEB111";"Advanced Data Analysis in MS Excel";;"Kraicová,L.,Polák,P.";"5";"1";NULL;NULL;NULL;"4";"4";"5";"1";"5";"5";"5";"5";;;"ies"
"83";"JEM034";"Corporate Finance";"Dědek Oldřich,Žigraiová,D.,Růžičková,K.,Polák,P.,Kuc,M.";;"4";"2";"4";"4";"2";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"ies"
"84";"JEB001";"Bachelor´s Thesis Seminar I";;"Cahlík,T.,Cotte,P.";"3";"1";NULL;NULL;NULL;"3";"4";"1";"1";"2";"4";"4";"3";;;"ies"
"85";"JEB006";"Matematika II";;"Vlasák,V.";"5";"5";NULL;NULL;NULL;"4";"5";"5";"1";"5";"5";"5";"5";;;"ies"
"86";"JMBZ291";"Středoevropská kultura po roce 1945";;"Šafařík Petr";"3";"5";NULL;NULL;NULL;"1";"5";"3";"1";"3";"1";"3";"1";;;"knrs"
"87";"JPM005";"Koalice a koaliční vazby v parlament.systémech";"Švec,K.";;"5";"5";"5";"2";"5";NULL;NULL;NULL;"1";"5";"4";"4";"4";"teoretické získané znalosti a pochopení dané problematiky";"méně zastrašujících technik vyučujícího, dále méně vtipu vyučujícího, které spíše děsí než pobaví. Vyučující je dobrý pedagog, látku umí podat srozumitelně a jasně, docela i zajímavě a vtipně. Horší přístup je v orientaci na studenty, zbytečné. Jinak kurs byl dobrý. ";"kp"
"88";"JJM337";"Seminář k SZK: Aktuální otázky studia dějin a teorie médií";"Köpplová,B.";;"2";"1";"3";"3";"1";NULL;NULL;NULL;"1";"1";"1";"1";"1";;;"kms"
"89";"JEB002";"Bachelor´s Thesis Seminar II";;"Cahlík,T.";"2";"3";NULL;NULL;NULL;"3";"3";"2";NULL;"4";"2";"2";"2";;"příliš detailní vzhledem k pozdějšímu (minimálnímu) využití v praxi a dalším studiu (imho by to rozhodně neměl být povinný předmět, ale to sem nepatří)";"ies"
"90";"JJB303";"Úvod do lingvistiky a sémiotiky";"Šoltys,O.";;"4";"5";"3";"4";"3";NULL;NULL;NULL;"1";"4";"4";"3";"3";;"Způsob výkladu látky - ne vždy bylo jednoduché pochopit, o čem přednášející mluví, ačkoliv následně po přečtení literatury či dohledání si souvislostí bylo dané téma naprosto jasné.";"kms"
"91";"JLB004";"Angličtina pro ekonomy II";;"Staňková Marcela";"4";"2";NULL;NULL;NULL;"5";"5";"3";"1";"4";"4";"5";"5";;;"kjp"
"92";"JLB008";"Angličtina pro IMS II";;"Stružková,I.";"4";"4";NULL;NULL;NULL;"5";"5";"5";"1";"4";"4";"3";"4";"Individuální přístup profesorky, snahu předmět co nejvíce propojit s oborem a neučit jen zajeté osnovy. ";"Propojení textů s předmětem Úvod do geografie, ve kterém je využíváno hodně anglických textů.";"kjp"
"93";"JPM558";"Seminar in Security Concepts";;"Střítecký,V.";"5";"4";NULL;NULL;NULL;"4";"5";"5";"1";"5";"5";"5";"5";;;"kmv"
"94";"JEM034";"Corporate Finance";;"Dědek Oldřich,Žigraiová,D.,Růžičková,K.,Polák,P.,Kuc,M.";"4";"3";NULL;NULL;NULL;"4";"4";"4";"1";"4";"4";"4";"4";;;"ies"
"95";"JEB007";"Mikroekonomie I";"Koubek,I.";;"4";"5";"3";"5";"4";NULL;NULL;NULL;"1";"5";"4";"5";"5";;;"ies"
"96";"JLM002";"Akademická angličtina II";;"Poslušná,L.";"5";"4";NULL;NULL;NULL;"5";"5";"5";"1";"5";"4";"5";"5";;;"kjp"
"97";"JPB226";"Československý politický systém II";"Švec,K.";;"4";"5";"3";"2";"4";NULL;NULL;NULL;"1";"4";"1";"4";"3";;;"kp"
"98";"JMM637";"Geschichte der Deutschen im Mitteleuropa";"Kučera Jaroslav";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"5";"5";"Volbu vyučujícího, výuku v němčině, prostor pro diskuziOceňuji i to, že se kurz zaměřuje na jedno užší téma, které se mu se v průběhu celého semestru věnuje pozornost a je na něj pohlíženo z různých perspektiv ";;"knrs"
"99";"JJB238";"Kritika marketingové komunikace";"Hejlová,D.";;"3";"3";"3";"4";"3";NULL;NULL;NULL;"2";"3";"3";"3";"3";;"Aby byl kurz veden také vyučujícím, který by mohl předat cenné poznatky z praxe. Prezentace studentů jsou sice přínosné a procvičují prezentační dovednosti, neměly by ale tvořit tak výraznou většinu přednášek.";"kmkpr"
"100";"JSB024";"Praktika  z kvantitativního výzkumu II";;"Špaček,O.";"4";"2";NULL;NULL;NULL;"4";"4";"3";"2";"3";"5";"2";"4";;;"ks"
"101";"JEB109";"Econometrics I";"Krištoufek,L.,Víšek,J.";;"4";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";"Velmi kvalitní přednášky v podání pana dr.Krištoufka";;"ies"
"102";"JJB135";"Filmový seminář";;"Šobr Michal";"5";"1";NULL;NULL;NULL;"5";"5";"4";"2";"3";"3";"3";"5";"dvojí projekci";;"kz"
"103";"JJB321";"Úvod do metod zkoumání médií";"Remr Jiří";;"3";"3";"3";"5";"3";NULL;NULL;NULL;"1";"3";"3";"3";"4";;;"kms"
"104";"JEB007";"Mikroekonomie I";;"Koubek,I.";"5";"5";NULL;NULL;NULL;"3";"5";"5";"1";"5";"5";"4";"5";;;"ies"
"105";"JJM008";"Sémiotika";"Šoltys,O.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"Otakar Šoltys je jeden z nejkvalitnějších přednášejících na katedře. Je naprostý profesionál, který má fascinující zapálení pro svůj obor, ale ne jen pro něj. V rámci diskusí jsme zabrousili do různých oblastní a vždy měl k tomu co říci. K studentům přistupuje jako ke kolegům, je přátelský a inspirativní. Mám pro něj jen slova chvály a obdivu.";"Nic. Kurz je komplexní.";"kms"
"106";"JPB255";"Politická věda ve 20. století: geneze a proměny oboru II";"Gelnarová,J.,Sekerák,M.,Höfer,K.";;"4";"4";"4";"5";"3";NULL;NULL;NULL;"1";"5";"3";"4";"4";"Diskuse v seminářích.";"Menší seminární skupiny, aby se do diskuse mohli zapojit všichni a vymluvit se do sytosti.";"kp"
"107";"JSB068";"Filmový seminář 2";;"Kandert Josef,Kotík,M.";"5";"4";NULL;NULL;NULL;"5";"5";"5";"5";"5";"4";"5";"5";"Pozorovat různé druhy problémů, které se ve filmech vyskytují. Není to jen o tom napsat obsah filmu, který je běžně ke stažení, ale opravdu se nad tím zamyslíte a začnete uvažovat. Postupně už víte, co ve filmech hledat. Vyučující vás skvěle nasměrují.";"Nic, má očekávání se vyplnila, jsem nanejvýš spokojena.";"ks"
"108";"JLB006";"Angličtina pro politology II";;"Panešová,K.";"5";"4";NULL;NULL;NULL;"5";"5";"4";"1";"5";"4";"4";"5";"Rozšiřování slovní zásoby související s oborem politologie a mezinárodní vztahy.";"Menší důraz na gramatickou část.";"kjp"
"109";"JEM034";"Corporate Finance";;"Dědek Oldřich,Žigraiová,D.,Růžičková,K.,Polák,P.,Kuc,M.";"3";"3";NULL;NULL;NULL;"2";"4";"1";"1";"3";"4";"4";"4";;"Příklady na cvičení vypracovávájí studenti, což by samo o sobě nebyl velký problém, ale cvičící jejich řešení nekontrolují (nebo látce nerozumí natolik, aby byli schopni jej zkontrolovat), a to i přesto, že je požadováno řešení odeslat několik dní předem. Výsledkem je pak prezentace nesprávnných řešení na cvičení, z čehož plyne jejich naprosto nulový přínos.";"ies"
"110";"JEB046";"Účetnictví I";"Kemény,I.";;"3";"3";"4";"5";"3";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"ies"
"111";"JLB004";"Angličtina pro ekonomy II";;"Poslušná,L.";"5";"3";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";;;"kjp"
"112";"JEM034";"Corporate Finance";"Dědek Oldřich,Žigraiová,D.,Růžičková,K.,Polák,P.,Kuc,M.";;"3";"3";"3";"4";"2";NULL;NULL;NULL;"1";"4";"3";"4";"3";;;"ies"
"113";"JPB257";"Komparace politických systémů II";"Brunclík,M.,Perottino,M.,Kotábová Věra,Jeřábek,M.";;"1";"5";"2";"3";"1";NULL;NULL;NULL;"3";"3";"3";"3";"2";;"Předně by se v kurzu mělo probrat to, co se chce v testu, což se vyjma Skandinávie prakticky nepodařilo, styl přednášek byl opravdu nejednotný a bez dalšího studia doma naprosto nepochopitelný";"kp"
"114";"JJB001";"Dějiny a současnost masových médií I";"Cebe,J.";;"4";"5";"4";"4";"5";NULL;NULL;NULL;"2";"5";"3";"5";"4";;;"kms"
"115";"JPM411";"Ekonomická integrace (ES)";;"Kučerová Irah";"3";"3";NULL;NULL;NULL;"4";"5";"3";"1";"4";"2";"3";"3";"Diskuze na konci každého semináře.";;"kmv"
"116";"JSB015";"Kvantitativní metodologie";"Remr Jiří";;"4";"5";"5";"3";"5";NULL;NULL;NULL;"1";"4";"5";"5";"4";;;"ks"
"117";"JPB255";"Politická věda ve 20. století: geneze a proměny oboru II";;"Sekerák,M.";"4";"4";NULL;NULL;NULL;"4";"4";"4";"1";"4";"3";"4";"4";;;"kp"
"118";"JEB002";"Bachelor´s Thesis Seminar II";;"Cahlík,T.";"2";"1";NULL;NULL;NULL;"4";"4";"1";"1";"1";"1";"1";"3";;"Těžko hodnotit kurz, který nemá žádné přednášky a cvičení a kredity se udělují za odevzdání bakalářské práce.";"ies"
"119";"JJB229";"Nekomerční marketing";"Báča Ladislav,Obluk Ondřej";;"4";"3";"4";"3";"2";NULL;NULL;NULL;"3";"4";"1";"5";"4";"Ukázky case studies z praxe, zadání reálného briefu";"Neměla jsem pocit, že by nás předmět samotný připravil na zkoušku jako takovou, ve které jsme měli vytvořit kampaň. V předmětu nám byly ukázané kampaně, ale to, jak se reálně tvoří prezentace, vizuály, sestavuje rozpočet, vymýšlí komunikační kampaň jsme neprobírali. Tudíž \"naučili jsme se\" vymyslet nápad, ale jeho praktická realizace (tak, jak funguje v reklamních agenturách) nám ukázána nebyla. Možná i proto jsme dostávali špatné známky, protože třeba o rozpočtech jsme se během přednášek nedozvěděli nic. Chápu, že to není zábavné téma, ale pokud pedagog chce, abychom měli ponětí, jak to v praxi chodí, bylo by fajn, kdyby nám něco předal. ";"kmkpr"
"120";"JSB104";"Klasické sociologické výzkumy";"Jeřábek,H.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";"přístup vyučujícího, zajímavost témat";"nic";"ks"
"121";"JPB226";"Československý politický systém II";"Švec,K.";;"2";"5";"3";"2";"4";NULL;NULL;NULL;"2";"4";"3";"3";"3";;;"kp"
