"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"12";"JJM334";"Diplomový seminář";;;NULL;NULL;"5";"5";"5";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;"kms"
"13";"JJM327";"Vybrané otázky z dějin médií";"Cebe,J.,Köpplová,B.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kms"
"14";"JPM272";"Evropská komunální politika";"Jüptner,P.";;"3";"5";"4";"5";"4";NULL;NULL;NULL;"1";"4";"3";"4";"2";"Srozumitelný a vtipný výklad.";"Více se věnovat empirickým příkladům již na hodině.";"kp"
"15";"JPM557";"Applying Security Concepts in International Politics";"Střítecký,V.";;"4";"2";"5";"5";"4";NULL;NULL;NULL;"2";"5";"4";"4";"5";"That technical issues were addressed. ";"More feedback on the essays";"kbs"
"16";"JJM328";"Výzkum médií I";"Křeček,J.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kms"
"17";"JJM335";"Nová média a společnost";"Švelch,J.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";;;"kms"
"18";"JJM206";"Kritické teorie médií";"Šmejkalová,J.";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"2";"4";"2";"5";"5";;;"kms"
"19";"JMM099";"Církve a náboženství současné střední a východní Evropy";"Zilynskyj,B.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"krvs"
"20";"JPM547";"Výběrový seminář: Národ a nacionalismus";"Hroch, M.";;"3";"2";"4";"3";"5";NULL;NULL;NULL;"2";"3";"4";"4";"3";;;"kp"
"21";"JJM244";"Kulturní politika a česká společnost po roce 1938";"Knapík,J.";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"1";"4";"2";"4";"5";;;"kms"
"22";"JJM337";"Seminář k SZK: Aktuální otázky studia dějin a teorie médií";"Bednařík,P.";;"2";"2";"5";"5";"1";NULL;NULL;NULL;"1";"3";"1";"1";"2";;;"kms"
"23";"JJM238";"Memory, History and Cinema";"Hladík,R.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"4";"3";"2";"5";;;"kms"
"24";"JPM345";"Diplomní seminář III.";;"Mlejnek Josef,Kotábová Věra,Švec,K.,Novák Miroslav,Krausz Hladká,M.,Franěk,J.,Perottino,M.,Kubátová,";"5";"2";NULL;NULL;NULL;"5";"5";"3";"1";"4";"3";"3";"4";;;"kp"
"25";"JPM649";"Liberty, Equality, Solidarity: European Values in Global Context";"Salamon,J.";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"1";"4";"3";"5";"5";"The professor has a teaching style that is interesting and educational. He brings the subject matter closer to students and makes complicated concepts clearer.";"I believe the required readings selection could be improved to have better readings. But this is highly subjective from my part.";"kp"
"26";"JMM085";"Diplomový seminář I";;"Králová,K.,Švec,L.";"3";"1";NULL;NULL;NULL;"5";"5";"1";"2";"3";"3";"2";"3";;;"krvs"
"27";"JJM207";"Politická komunikace";"Křeček,J.";;"3";"3";"3";"4";"2";NULL;NULL;NULL;"3";"4";"2";"4";"3";;;"kms"
"28";"JSB456";"Sociology of European Integration";"Blokker,P.";;"2";"3";"3";"3";"4";NULL;NULL;NULL;"1";"4";"3";"3";"5";;;"ks"
"29";"JEM140";"Quantitative Multivariate Finance";"Burda,M.";;"5";NULL;"5";"5";"5";NULL;NULL;NULL;NULL;"4";"4";"3";"5";;;"ies"
"30";"JMM092";"Koncepce a interpretace ruských dějin";"Kolenovská Daniela";;"3";"3";"3";"3";"3";NULL;NULL;NULL;"2";"4";"3";"3";"3";;;"krvs"
"31";"JSM476";"Sociology of Human Rights in Contemporary Europe";"Blokker,P.";;"4";"3";"3";"3";"1";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"ks"
"32";"JLB036";"Francouzština II";;"Bosáková Lada";"4";"4";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";;;"kjp"
"33";"JPM650";"Intelligence";"Ditrych,O.,Lochovský,J.,Schmidt,N.";;"2";"1";"3";"3";"4";NULL;NULL;NULL;"1";"1";"2";"4";"2";"The literature and the movie recommendations. Session on Scenarios";"Too long sessions, very bad presentations";"kmv"
"34";"JMM460";"Oil and Gas in the Post Soviet Area";"Svoboda  Karel";;"3";"3";"4";"5";"4";NULL;NULL;NULL;"1";"5";"4";"4";"4";;;"krvs"
"35";"JEM173";"Topics in Macroeconomics";"Kudashvili,N.";;NULL;"4";"4";"5";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;"ies"
"36";"JLB100";"Czech as a Foreign Language I";;"Frantesová,E.";"5";"4";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";"The way that it helped me with my day to day needs in real life. All that we learned made life easier around Prague!";;"kjp"
"37";"JPM610";"Philosophy, Economics and Politics: Current Debates";"Benáček,V.,Paulus,M.,Sedláček,T.";;"4";"4";"4";"5";"5";NULL;NULL;NULL;"3";"5";"5";"5";"3";"I valued the interdisciplinary approach as well as an emphasis on debates and critical thinking.";"Group essays could be abandoned. One of the lecturers (prof. Sedlacek) didn't come to two lectures. This, I believe, is not acceptable for this type of course.";"kp"
"38";"JMM062";"Konversatorium zu den aktuellen Fragen II.";;"Nigrin,T.,Mörsch,T.";"5";"4";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";"referáty a diskuse, readery";;"knrs"
"39";"JMM616";"Zahraniční politiky zemí západní Evropy";"Tomalová Eliška,Váška Jan";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"2";"5";"5";"5";"5";;;"kzs"
"40";"JSM519";"Social Policy";"Angelovská,O.,Kotrusová,M.";;"4";"4";"3";"4";"3";NULL;NULL;NULL;"1";"3";"2";"2";"4";"Průběžné testy a seminární práce (seminární práce ale v menším rozsahu). Rozhodně zachovat pořadí přednáška-seminář na dané téma-test na dané téma, nikoliv, že nejprve studenti napíší test z tématu a poté se tématu věnují na semináři. ";"Prezentace z přednášek by měly být studentům dostupné a to již před přednáškou, aby na na přednášku mohli přijít připraveni.";"kvsp"
"41";"JMM449";"Vnitřní a vnější bezpečnostní politika Evropské unie";"Weiss,T.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"2";"5";"5";"5";"5";;;"kzs"
"42";"JEM136";"Experimental Economics";"Bauer,M.,Koten,S.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"4";"4";;;"ies"
"43";"JMMZ154";"EU Policies";"Young,M.";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"1";"5";"5";"5";"4";;;"kzs"
"44";"JEM136";"Experimental Economics";;"Bauer,M.,Koten,S.";"4";"3";NULL;NULL;NULL;"4";"5";"3";"1";"3";"4";"3";"4";;;"ies"
"45";"JEM160";"Robust statistics and econometrics";"Křehlík,T.,Víšek,J.";;"5";"3";"4";"5";"4";NULL;NULL;NULL;"1";"5";"3";"4";"5";;;"ies"
"46";"JEM160";"Robust statistics and econometrics";;"Křehlík,T.,Víšek,J.";"5";"4";NULL;NULL;NULL;"5";"5";"4";NULL;"4";"4";"3";"5";;;"ies"
"47";"JEM002";"Master´s Thesis Seminar II";;"Havránek,T.,Havránková,Z.,Mejstřík,M.";"3";"3";NULL;NULL;NULL;"5";"5";"3";"1";"3";"3";"3";"3";;;"ies"
"48";"JPM558";"Seminar in Security Concepts";;"Střítecký,V.";"4";"2";NULL;NULL;NULL;"4";"5";"5";"2";"4";"4";"4";"5";"The essays";"More feedback on the essays, maybe also in the seminar and not just online";"kbs"
"49";"JMM290";"Diplomový seminář I.";;"Šlosarčík Ivo";"5";"4";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";;;"kzs"
"50";"JMM134";"British Politics";"Rovná,L.";;"3";"3";"3";"3";"3";NULL;NULL;NULL;"2";"3";"3";"3";"3";;;"kzs"
"51";"JJM326";"Mediální systémy a jejich komparace";"Trampota,T.";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"5";"4";"5";"4";;;"kms"
"52";"JJM322";"Praktikum novinářské práce";"Závozda,P.";;"5";"3";"4";"5";"5";NULL;NULL;NULL;"1";"4";"5";"4";"5";;;"kms"
"53";"JPM343";"Decentralizace - region - identita: politické systémy západní Evropy v re/konstrukci";"Říchová Blanka";;"3";"3";"4";"5";"4";NULL;NULL;NULL;"2";"4";"3";"4";"4";;;"kp"
"54";"JJM327";"Vybrané otázky z dějin médií";"Cebe,J.,Köpplová,B.";;"3";"2";"4";"3";"4";NULL;NULL;NULL;"1";"1";"2";"2";"3";;;"kms"
"55";"JJM328";"Výzkum médií I";"Křeček,J.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";"4";;;"kms"
"56";"JEM002";"Master´s Thesis Seminar II";;"Havránek,T.,Havránková,Z.,Mejstřík,M.";"4";"1";NULL;NULL;NULL;"5";"5";"3";"1";"2";"2";"1";"3";;;"ies"
"57";"JMM534";"Česká republika v Evropské unii - aktéři a zájmy";"Šlosarčík Ivo,Weiss,T.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"2";"5";"5";"5";"5";"Kurz je skvěle koncipován a myslím, že má potenciál pomoci všem studentům, kteří by rádi pracovali v oblasti záležitostí EU. ";"Bylo by dobré zvát představitele i ze soukromé sféry - poradce v oblasti dotací, zástupce konzultantských společností apod. ";"kzs"
"58";"JMMZ092";"British Liberalism";"Butt-Philip,A.,Váška Jan";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";"Insightful analysis and description of historic, political and philosophical themes. ";;"kzs"
"59";"JSM433";"Demokracie, její principy a rizika (vývoje)";"Vančura Petr";;"1";NULL;"1";"3";"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;"Přednáška byla v polovině semestru zrušená kvůli nízké účasti na hodinách. ";"ks"
"60";"JMM672";"Comparative Capitalisms of Western Europe";"Young,M.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"3";"5";"4";"5";"5";"Very interesting themes, pertinent and insightful readings";;"kzs"
"61";"JPM638";"České politické strany";"Perottino,M.";;"3";"3";"3";"5";"3";NULL;NULL;NULL;"1";"3";"2";"3";"3";"Tématika kursu, probírání konkrétních reálií politických stran";"Témata přednášek jsou zajímavá, nicméně 20-minutové diskuse o aktuálních tématech na začátku každé přednášky se mi jeví jako zbytečné. Stejně tak je velmi malý počet přednášek (6), lepší by bylo rozdělit kurs do klasických 13 přednášek, kde by se stihlo o mnoho více. Minimálně jedna přednáška by měla být obecná, shrnující, kde by se přednášející pokusil klasifikovat české politické strany v rámci např. konceptu stranických rodin, v rámci typologií stranických systémů - zkrátka mnohem více látku propojit s teoretickými koncepty. ";"kp"
"62";"JEB132";"Introductory Statistics";;"Hanus,L.";"2";"5";NULL;NULL;NULL;"2";"2";"3";"1";"3";"2";"2";"2";;;"ies"
"63";"JPM659";"Economic Warfare";;"Ludvík,J.";"4";"4";NULL;NULL;NULL;"3";"4";"4";"3";"4";"4";"4";"4";"Interesting combination between the fields of economics and security studies";"a better organization of the schedule ";"kmv"
"64";"JSM012";"Politická sociologie";"Císař,O.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"5";"5";"vyučujícího, způsob vedení přednášek, čtení textů a následnou diskuzi";;"ks"
"65";"JPM903";"Environmental Politics";"Borde,R.";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"1";"5";"3";"4";"5";;;"kp"
"66";"NMMA712";"Mathematics 2";"Vejnar,B.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"3";"3";"4";"4";;;"ies"
"67";"JSM508";"Psaní diplomové práce";;"Dobiášová,K.";"2";"3";NULL;NULL;NULL;"4";"5";"2";"2";"2";"2";"2";"2";;;"kvsp"
"68";"JEM013";"Game Theory";"Melikhova,O.,Janda Karel,Korbel,V.";;"4";"5";"5";"5";"4";NULL;NULL;NULL;"1";"3";"4";"3";"4";;;"ies"
"69";"JSM682";"Analýza dopadů vládních regulací: teorie a praxe";"Vítek,L.";;"4";"4";"4";"5";"5";NULL;NULL;NULL;"1";"5";"4";"4";"4";;;"kvsp"
"70";"JEM013";"Game Theory";;"Melikhova,O.";"4";"5";NULL;NULL;NULL;"4";"4";"4";"1";"4";"4";"4";"4";;;"ies"
"71";"JPM423";"Geopolitical Importance of Central Europe";"Just,P.";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"1";"5";"5";"4";"4";;;"kp"
"72";"JJB232";"Metodika tvorby bakalářské práce";;"Orban,K.";"2";"4";NULL;NULL;NULL;"3";"1";"1";"3";"2";"2";NULL;"2";;"Nejasné zadání komunikované na poslední chvíli, přínos informací zcela minimální.";"kmkpr"
"73";"JJB229";"Nekomerční marketing";"Obluk, O.,Báča, L.";;"3";"3";"4";"3";"3";NULL;NULL;NULL;"4";"3";"3";"2";"3";;;"kmkpr"
"74";"JJB289";"Praxe volebních kampaní";;"Matušková,A.";"4";"3";NULL;NULL;NULL;"4";"2";"4";"3";"3";"4";"4";"4";"Koncept vytváření kampaní fiktivním stranám";"Jasnější zadání jednotlivých úkolů";"kmkpr"
"75";"JSM662";"Ageing and Pensions";"Hedbávný,P.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";;;"kvsp"
"76";"JEM131";"Antitrust Economics";"Vacek,P.";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";"Practical aspects of the lectures were especially valuable.";"The project was too complicated and required good experience in econometrics (bootstrapping in Stata is not covered withing standard econometric courses), while during lectures nothing like this was explained.";"ies"
"77";"JLB034";"Němčina II";;"Faltýnová,R.";"5";"4";NULL;NULL;NULL;"5";"5";"5";"2";"5";"5";"5";"5";"Paní Faltýnová je velmi seriózní a kompetentní vyučující, doporučily bych ten kurz každému, který se zajímá o němčinu.  ";"Doporučuji, aby nic se nenapsalo na tabuli, protože bylo špatně vědět. Ideální, i když ne úplně ekologický, by bylo ty otázky o poslechu tisknout a rozdat studentům. ";"kjp"
"78";"JSM525";"Evropská sociální politika";"Angelovská,O.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"Dostupný reprezentativní výběr literatury.";;"kvsp"
"79";"JMM458";"Kulturně-politická reflexe ozbrojených konfliktů";"Čížek,M.,Novák,P.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";"5";"Formu kurzu - \"osahání si reality na místě\"";;"krvs"
"80";"JSM034";"Advanced Data Analysis in MPlus";"Soukup,P.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"ks"
"81";"JJB135";"Filmový seminář";;"Šobr, M.";"5";"1";NULL;NULL;NULL;"3";"3";"4";"1";"3";"3";"4";"5";;;"kz"
"82";"JSM526";"Metody analýzy a tvorby politik I.";"Veselý,Arnošt";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"Systém esejů směřující k formulování problémů.";"Hned na stránkách kurzu by studentům prozradil nejčastější zdroje dat využitelné pro formulaci problému, jako ČSÚ, STEM, CVVM apod.";"kvsp"
"83";"JSM311";"Communications Research";"Jeřábek,H.";;"4";"3";"5";"5";"3";NULL;NULL;NULL;"1";"3";"2";"3";"4";;;"ks"
"84";"JSM642";"Metody práce s informacemi";"Tomandlová,Věra";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"5";"5";;;"kvsp"
"85";"JMM630";"Independent American Cinema";"Nowell,R.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"intersting discusions and very unusual but excellent movies";;"kas"
"86";"JJM237";"Czech Media System in European Comparison";"Trampota,T.";;"5";"3";"5";"5";"3";NULL;NULL;NULL;"1";"3";"3";"4";"4";;;"kms"
"87";"JSM524";"Správní věda";"Ochrana,František";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"4";"3";"5";"5";;;"kvsp"
"88";"JSM551";"Epistemologie a metodologie společenských věd";"Balon Jan,Jeřábek,H.";;"4";"4";"4";"5";"5";NULL;NULL;NULL;"1";"4";"2";"5";"4";;;"ks"
"89";"JEB050";"International Finance";"Khymych,O.,Semerák,V.";;NULL;NULL;"4";"4";"4";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;"ies"
"90";"JSM062";"Borders and International Migration";"Grygar Jakub";;"3";"4";"3";"3";"3";NULL;NULL;NULL;"1";"4";"4";"4";"3";"The practical content/activity of it, and not only theory.";"Shorten the time spent on watching some long videos, to allow more discussion.Give the opportunity to all students to present their works.";"ks"
"91";"JSM645";"Úvod do metod výzkumu";"Knobloch,František";;"5";"4";"5";"5";"4";NULL;NULL;NULL;"1";"4";"5";"5";"5";"Vyučujícího, který je z praxe a velice zkušený.";;"kvsp"
"92";"JSM033";"Management sociologických dat a datové archivy";"Krejčí, J.";;"3";"4";"3";"5";"3";NULL;NULL;NULL;"1";"5";"3";"3";"4";;;"ks"
"93";"JEB116";"Economics of Transition";"Alimukhamedova,N.";;"4";"5";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"3";;;"ies"
"94";"JEM116";"Applied Econometrics";"Baruník,J.,Baxa,J.,Horváth,R.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"2";"4";"4";"4";"5";"Simplicity of explanations";"Nothing, everything was great";"ies"
"95";"JSM099";"Seminář zprostředkujících technik sociologického výzkumu";;"Buchtík,M.";"5";"4";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";;;"ks"
"96";"JPB232";"Britské impérium v 18. - 20. století";"Soukup,Jaromír";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"2";"4";"3";"4";"5";"Hlavně přístup profesora, v kurzu je zachován veliký přínos pro studenty a zároveň přátelské prostředí";"Mnoho zajímavých informací a málo času, není možné stihnout veškerou látku";"kmv"
"97";"JSM553";"Sociologická analýza současné společnosti";"Císař,O.";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"1";"5";"3";"5";"5";;;"ks"
"98";"JEB116";"Economics of Transition";;"Alimukhamedova,N.";"3";"5";NULL;NULL;NULL;"4";"4";"2";"1";"3";"4";"4";"3";;;"ies"
"99";"JSM406";"Statistics in SPSS";"Petrúšek,I.";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"2";"3";"5";"3";"4";;;"ks"
"100";"JSM456";"Totalitární systémy: sociologie, politika, ideologie a estetika";"Tuček,M.,Cviklová,L.";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"2";"4";"3";"4";"3";;;"ks"
"101";"JPM423";"Geopolitical Importance of Central Europe";"Just,P.";;"5";"4";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"5";;;"kp"
"102";"JSM456";"Totalitární systémy: sociologie, politika, ideologie a estetika";"Tuček,M.,Cviklová,L.";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"1";"4";"3";"4";"4";;;"ks"
"103";"JSM070";"Teorie sociálních nerovností";"Šanderová Jadwiga";;"5";"5";"5";"4";"5";NULL;NULL;NULL;"2";"5";"5";"5";"3";;;"ks"
"104";"JJM087";"Kulturální studia";"Reifová,I.";;"4";"5";"4";"5";"3";NULL;NULL;NULL;"4";"5";"1";"3";"3";"zajímavou AKTUÁLNÍ literaturu (Spredable Media, Misunderstanding of the Internet aj.)";;"kms"
"105";"JSM218";"Racionalita a emocionalita ve veřejném prostoru: teoretická reflexe anti-islámského diskurzu";"Čada,K.,Frantová,V.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"2";"5";"5";"5";"5";;;"ks"
"106";"JJM219";"Alternativní média";"Křeček,J.";;"5";"2";"4";"4";"5";NULL;NULL;NULL;"2";"4";"4";"4";"5";"Možnost aktivní participace studentů, příležitost prezentovat vlastní i mimo-oborový výzkum a práci. Prezentace a návštěvy zajímavých institucí -Libri Prohibiti.";;"kms"
"107";"JEM116";"Applied Econometrics";;"Baxa,J.,Horváth,R.,Baruník,J.";NULL;NULL;NULL;NULL;NULL;"4";"4";"3";NULL;NULL;NULL;NULL;NULL;;;"ies"
"108";"JMM385";"Legal Framework of the European Union";"Šlosarčík Ivo";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"kzs"
"109";"JSM015";"Klíčové problémy vývoje soc. struktury ČR";"Tuček,M.";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"2";"3";"3";"4";"4";;;"ks"
"110";"JSM301";"Elites in Society";"Frič Pavol";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"2";"4";"4";"4";"4";;;"kvsp"
"111";"JSM437";"Civil Society in Europe";"Frič Pavol";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"2";"4";"4";"4";"4";;;"kvsp"
"112";"JEM002";"Master´s Thesis Seminar II";;"Havránek,T.,Havránková,Z.,Mejstřík,M.";"5";"4";NULL;NULL;NULL;"5";"5";"5";"1";"4";"5";"5";"5";;;"ies"
"113";"JEM164";"Public Finance - IEPS";"Švarcová,N.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"ies"
"114";"JPM422";"Geopolitics of Latin America";"Krausz Hladká,M.";;"3";"2";"3";"3";"3";NULL;NULL;NULL;"2";"4";"3";"3";"4";"The discussion of current news in the beggining of the class.";"Give only 15 minutes to each student presentation, otherwise the time for the class itself will not be enough.Focus only on important issues for the subject, given the short time of the class.";"kp"
"115";"JEM012";"European Economic Policies";"Komárek,L.";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"2";"4";"3";"4";"4";"Number of guest lecturers";"To be less strict in evaluating the exam";"ies"
"116";"JJM206";"Kritické teorie médií";"Šmejkalová,J.";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"1";"3";"3";"4";"4";;;"kms"
"117";"JJB060";"Základy práce s audiovizuální technikou";"Benák,J.,Lokšík Martin";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"3";"5";;;"kz"
"118";"JJM233";"Intercultural Communication Management";"Notarp,U.";;"3";"2";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";"The practical content of the course (role-playings, videos, discussion of experiences, presentations).";"Give only 15min to each student presentation, otherwise it will be unfair for those who respected the time, and also because it steals time for the class itself.";"kms"
"119";"JJM102";"Média 2. pol. 20.st.";"Bednařík,P.,Končelík,J.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";"5";"Skvělá dvojice přednášejících a vydatné téma.";;"kms"
"120";"JMM584";"Velké debaty evropské integrace";;"Kasáková Zuzana,Weiss,T.";"5";"3";NULL;NULL;NULL;"5";"5";"4";"1";"3";"3";"4";"4";;;"kzs"
"121";"JEM002";"Master´s Thesis Seminar II";;"Havránek,T.,Havránková,Z.,Mejstřík,M.";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";"5";"5";"5";;;"ies"
"122";"JJM220";"Nastolování agendy";"Nečas,V.";;"2";"4";"2";"3";"3";NULL;NULL;NULL;"1";"4";"3";"3";"2";;"Styl výkladu je velmi obtížný na pochopení, přičemž samotná látka rovněž není z nejsnadnějších, zejména v úvodních hodinách.";"kms"
"123";"JLB050";"Čínština II";;"Zhang,M.";"4";"5";NULL;NULL;NULL;"3";"5";"5";"3";"5";"4";"3";"5";"Pravidelné domácí úkoly -průběžná příprava je u studia jazyku nezbytné.";;"kjp"
"124";"JJM207";"Politická komunikace";"Křeček,J.";;"2";"3";"2";"5";"3";NULL;NULL;NULL;"1";"3";"3";"4";"3";;;"kms"
"125";"JMM677";"The US and international and regional organizations";"Hornát,J.";;"4";"4";"4";"4";"5";NULL;NULL;NULL;"1";"4";"4";"4";"4";"The structure of the evaluation.The broad view about the issue.";"Less/less complex readings.";"kas"
"126";"JEM037";"Financial Markets";"Jašová,M.,Brushko,I.";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"1";"4";"3";"4";"4";"Martina Jasova, interactive seminars";;"ies"
"127";"JEM037";"Financial Markets";;"Brushko,I.,Dvořáková Švejdová,L.,Jašová,M.,Kruchynenko,I.,Moravcová,M.";NULL;NULL;NULL;NULL;NULL;"3";"3";"3";NULL;NULL;NULL;NULL;NULL;;;"ies"
"128";"JJM334";"Diplomový seminář";;;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"kms"
"129";"JJM097";"Televizní zpravodajství veřejné služby";"Železný,J.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"5";"5";"Skvělý přednášející, který o svém tématu ví spoustu věcí, prezentace studentů jsou skvělým zpestřením.";;"kms"
"130";"JSM643";"Úvod do statistiky";"Soukup,P.";;"4";"4";"4";"5";"3";NULL;NULL;NULL;NULL;"2";"3";"3";"4";;;"kvsp"
